Pathways	Taxonomic-Range	Species	Common-Name	Common-Name2
PWY-7708	TAX-1117	TAX-158786 // TAX-1155739	Lyngbya majuscula // Moorena producens	Cyanobacteriota
PWY-5472	TAX-3398	TAX-33814	Berberis stolonifera	Magnoliopsida
PWY-8488	TAX-1239 // TAX-201174 // TAX-57723	TAX-224308	Bacillus subtilis	Bacillota // Actinomycetota // Acidobacteriota
PWY-6458	TAX-3193 // TAX-2	TAX-140968 // TAX-4102 // TAX-115828 // TAX-4097 // TAX-3659 // TAX-4058 // ORG-5993	Hypericum androsaemum // Petunia x hybrida // Streptomyces maritimus // Nicotiana tabacum // Cucumis sativus // Catharanthus roseus // Arabidopsis thaliana	Embryophyta // Bacteria <bacteria>
P105-PWY	TAX-1117 // TAX-3035 // TAX-1224 // TAX-201174	TAX-3039 // TAX-32049	Euglena gracilis // Picosynechococcus sp. PCC 7002	Cyanobacteriota // Euglenida // Pseudomonadota // Actinomycetota
PWY-1822	TAX-33090	ORG-5993	Arabidopsis thaliana	Viridiplantae
PWY-7143	TAX-3398	TAX-4058 // TAX-37656 // TAX-128735	Catharanthus roseus // Citrus x paradisi // Rosa hybrid cultivar	Magnoliopsida
PWY-7091	TAX-58024	TAX-3981 // TAX-4006	Hevea brasiliensis // Linum usitatissimum	Spermatophyta
P401-PWY	TAX-33090 // TAX-2	TAX-536	Chromobacterium violaceum	Viridiplantae // Bacteria <bacteria>
PWY-5760	TAX-4751	TAX-4932	Saccharomyces cerevisiae	Fungi
PWY-6282	TAX-2	TAX-85962 // TAX-511145	Helicobacter pylori // Escherichia coli	Bacteria <bacteria>
PWY2OBG-2	TAX-2283794	TAX-243232	Methanocaldococcus jannaschii	Methanomada group
CENTBENZCOA-PWY	TAX-2	TAX-59405 // ORG-5962 // ORG-5970	Thauera aromatica // Pseudomonas Sp. K172 // Pseudomonas sp. KB 740	Bacteria <bacteria>
PWY-7547	TAX-2	TAX-615	Serratia marcescens	Bacteria <bacteria>
PWY-7053	TAX-2759 // TAX-3041 // TAX-3208	TAX-3039 // TAX-37099 // TAX-3197 // TAX-64518 // TAX-2081491 // TAX-298111 // TAX-3218 // TAX-561169 // TAX-191040	Euglena gracilis // Isochrysis galbana // Marchantia polymorpha // Mortierella alpina // Diacronema lutheri // Pavlova sp. CCMP459 // Physcomitrium patens // Rebecca salina // Thraustochytrium sp. ATCC21685	Eukaryota // Chlorophyta // Bryophyta
PWY-7465	TAX-2	TAX-34073	Variovorax paradoxus	Bacteria <bacteria>
PWY0-1306	TAX-2	TAX-435590 // TAX-511145	Phocaeicola vulgatus // Escherichia coli	Bacteria <bacteria>
PWY-8244	TAX-1236	TAX-2056315	Escherichia coli O177	Gammaproteobacteria
VALSYN-PWY	TAX-2157 // TAX-2 // TAX-2759	TAX-381666 // TAX-511145 // TAX-183939 // TAX-2184 // TAX-42879 // TAX-39152 // TAX-2188	Cupriavidus necator // Escherichia coli // Methanococci // Methanococcus // Methanococcus aeolicus // Methanococcus maripaludis // Methanococcus voltae	Archaea // Bacteria <bacteria> // Eukaryota
PWY-6804	TAX-58024	TAX-4222 // ORG-5993	Carthamus tinctorius // Arabidopsis thaliana	Spermatophyta
PWY-5336	TAX-2	TAX-266 // TAX-108010 // TAX-42436	Paracoccus denitrificans // Thioalkalivibrio paradoxus // Thiothrix ramosa	Bacteria <bacteria>
PWY-6105	TAX-38880	TAX-869301	Botryococcus braunii	Botryococcus
TRPKYNCAT-PWY	TAX-1239	TAX-1491 // TAX-1509 // TAX-33958 // TAX-1582 // TAX-1587 // TAX-33965	Clostridium botulinum // Clostridium sporogenes // Lactobacillaceae // Lacticaseibacillus casei // Lactobacillus helveticus // Leuconostoc mesenteroides	Bacillota
PWY-5332	TAX-2 // TAX-2157	TAX-2283 // TAX-2271 // TAX-57666 // TAX-41675 // TAX-52001 // TAX-65553 // TAX-35616 // TAX-54256 // TAX-2277 // TAX-19 // TAX-891 // TAX-38815 // TAX-64160 // TAX-899 // TAX-2714 // TAX-42838 // TAX-920 // TAX-12915	Acidianus ambivalens // Thermoproteus tenax // Sulfurospirillum arcachonense // Stygiolobus azoricus // Stetteria hydrogenophila // Sulfurospirillum deleyianum // Pyrodictium brockii // Pyrodictium abyssi // Pyrobaculum islandicum // Syntrophotalea carbinolica // Desulfuromonas acetoxidans // Trichloromonas acetexigens // Desulfurobacterium thermolithotrophum // Desulfomicrobium baculatum // Aquifex pyrophilus // Ammonifex degensii // Acidithiobacillus ferrooxidans // Acidianus infernus	Bacteria <bacteria> // Archaea
PWY0-44	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
P321-PWY	TAX-2	TAX-1076	Rhodopseudomonas palustris	Bacteria <bacteria>
CAROTENOID-PWY	TAX-4751 // TAX-2763 // TAX-1117 // TAX-33090	TAX-4072 // TAX-4081 // TAX-4113 // TAX-264483 // TAX-381124 // ORG-5993 // ORG-6001	Capsicum annuum // Solanum lycopersicum // Solanum tuberosum // Phaffia rhodozyma // Zea mays // Arabidopsis thaliana // Lactuca sativa romaine	Fungi // Rhodophyta // Cyanobacteriota // Viridiplantae
PWY-6099	TAX-2	TAX-469561 // TAX-393999 // ORG-6079	Pseudomonas sp. PS14 // Cupriavidus sp. PS12 // Rhodococcus sp. strain MS11	Bacteria <bacteria>
PWY-6886	TAX-186801 // TAX-33682 // TAX-1117	TAX-1488 // TAX-272562 // TAX-3039 // TAX-1140	Clostridium acetobutylicum // Euglena gracilis // Synechococcus elongatus	Clostridia // Euglenozoa // Cyanobacteriota
PWY-6192	TAX-2	TAX-393999	Cupriavidus sp. PS12	Bacteria <bacteria>
PWY-6043	TAX-2	TAX-209770	Ralstonia sp. EDS1	Bacteria <bacteria>
PWY-8429	TAX-2157	TAX-2234	Archaeoglobus fulgidus	Archaea
PWY18C3-1	TAX-33090	TAX-4100 // TAX-4081 // TAX-4113	Nicotiana benthamiana // Solanum lycopersicum // Solanum tuberosum	Viridiplantae
PWY-8282	TAX-2	TAX-239935	Akkermansia muciniphila	Bacteria <bacteria>
PWY-6234	TAX-33090	TAX-49451 // ORG-5993	Nicotiana attenuata // Arabidopsis thaliana	Viridiplantae
PWY-7650	TAX-4751	TAX-41736	Aspergillus rugulosus	Fungi
TRNA-CHARGING-PWY	TAX-2759 // TAX-2 // TAX-2157	TAX-1299 // TAX-511145	Deinococcus radiodurans // Escherichia coli	Eukaryota // Bacteria <bacteria> // Archaea
PWY-6081	TAX-2	TAX-393999 // ORG-6074 // ORG-6073	Cupriavidus sp. PS12 // Bacillus cereus // Alcaligenes sp. strain OBB65	Bacteria <bacteria>
PWY-8427	TAX-2062	TAX-1967 // TAX-941587 // TAX-82632 // TAX-330919 // TAX-1114943	Streptomyces kanamyceticus // Streptomyces sp. KCTC 11604BP // Streptomyces sp. MA6548 // Streptomyces tacrolimicus // Streptomyces tsukubensis	Streptomycetaceae
PWY-7867	TAX-183988 // TAX-183925 // TAX-183939 // TAX-224756	TAX-145263 // TAX-145262	Methanothermobacter marburgensis // Methanothermobacter thermautotrophicus	Methanopyri // Methanobacteria // Methanococci // Methanomicrobia
PWY-7416	TAX-2759	TAX-4932	Saccharomyces cerevisiae	Eukaryota
PWY-5328	TAX-40674	TAX-10116 // TAX-10090 // TAX-9606 // TAX-9913	Rattus norvegicus // Mus musculus // Homo sapiens // Bos taurus	Mammalia
PWY-7267	TAX-58024	TAX-3847 // ORG-5993	Glycine max // Arabidopsis thaliana	Spermatophyta
PWY-7754	TAX-2	TAX-821 // TAX-1502 // TAX-110320 // TAX-479437 // TAX-553973 // TAX-29347 // TAX-411468 // TAX-411470 // ORG-6134	Phocaeicola vulgatus // Clostridium perfringens // Clostridium sp. TO-931 // Eggerthella lenta // [Clostridium] hylemonae // [Clostridium] scindens // Mediterraneibacter gnavus // Bifidobacterium longum	Bacteria <bacteria>
ETHYL-PWY	TAX-3193	TAX-3656 // TAX-3570 // TAX-3847 // TAX-3750 // TAX-4081 // TAX-157791 // ORG-5993	Cucumis melo // Dianthus caryophyllus // Glycine max // Malus domestica // Solanum lycopersicum // Vigna radiata // Arabidopsis thaliana	Embryophyta
PWY-6091	TAX-1224	TAX-469561 // TAX-393999 // TAX-65067 // ORG-6078	Pseudomonas sp. PS14 // Cupriavidus sp. PS12 // Pseudomonas sp. P51 // Pseudomonas nitroreducens	Pseudomonadota
GALACTUROCAT-PWY	TAX-2	TAX-556 // TAX-511145 // TAX-554	Dickeya chrysanthemi // Escherichia coli // Pectobacterium carotovorum	Bacteria <bacteria>
PWY-6825	TAX-4751 // TAX-33154 // TAX-2	TAX-435 // TAX-358 // TAX-9913 // TAX-224911 // TAX-375 // TAX-312252 // TAX-381 // TAX-10090 // TAX-10116 // TAX-384 // TAX-1063 // TAX-4932 // TAX-382 // TAX-542	Acetobacter aceti // Agrobacterium tumefaciens // Bos taurus // Bradyrhizobium diazoefficiens // Bradyrhizobium japonicum // Bradyrhizobium sp. SEMIA 6144 // Mesorhizobium loti // Mus musculus // Rattus norvegicus // Rhizobium leguminosarum // Cereibacter sphaeroides // Saccharomyces cerevisiae // Sinorhizobium meliloti // Zymomonas mobilis	Fungi // Opisthokonta // Bacteria <bacteria>
GALACTITOLCAT-PWY	TAX-1224	TAX-90371 // TAX-511145	Salmonella enterica // Escherichia coli	Pseudomonadota
PWY-7410	TAX-50557	TAX-102829 // TAX-89938 // TAX-102803	Ips confusus // Ips paraconfusus // Ips pini	Insecta
PWY0-1241	TAX-29547 // TAX-1224	TAX-192222 // TAX-511145 // TAX-71421 // TAX-85962 // TAX-208964	Campylobacter jejuni // Escherichia coli // Haemophilus influenzae // Helicobacter pylori // Pseudomonas aeruginosa	Campylobacterota // Pseudomonadota
PWY-7957	TAX-1892263	TAX-230521	Fischerella ambigua	Hapalosiphonaceae
PWY-5857	TAX-1224	TAX-358 // TAX-375 // TAX-235 // TAX-29459 // TAX-1063 // TAX-318683 // TAX-38307 // TAX-28448 // TAX-266 // TAX-359 // TAX-1069 // TAX-1076 // TAX-1085 // TAX-82996	Agrobacterium tumefaciens // Bradyrhizobium japonicum // Brucella abortus // Brucella melitensis // Cereibacter sphaeroides // Gluconobacter albidus // Gluconobacter cerinus // Komagataeibacter xylinus // Paracoccus denitrificans // Rhizobium rhizogenes // Rhodomicrobium vannielii // Rhodopseudomonas palustris // Rhodospirillum rubrum // Serratia plymuthica	Pseudomonadota
PWY-5338	TAX-3803	TAX-3864 // TAX-3914	Lens culinaris // Vigna angularis	Fabaceae
PWY-4985	TAX-3803	TAX-3866	Leucaena leucocephala	Fabaceae
PWY-5960	TAX-4751	TAX-5059 // TAX-5067	Aspergillus flavus // Aspergillus parasiticus	Fungi
PWY-5519	TAX-183924	TAX-2287	Saccharolobus solfataricus	Thermoprotei
PWY-6717	TAX-2759 // TAX-2	TAX-5052 // TAX-5061 // TAX-5062 // TAX-6717 // TAX-644223 // TAX-5600 // TAX-203119 // TAX-51453	Aspergillus // Aspergillus niger // Aspergillus oryzae // Astacus leptodactylus // Komagataella phaffii // Phialophora // Acetivibrio thermocellus // Trichoderma reesei	Eukaryota // Bacteria <bacteria>
PWY-7442	TAX-7215	TAX-7227	Drosophila melanogaster	Drosophila <flies,genus>
PWY-7431	TAX-2	TAX-208964 // ORG-6249 // ORG-6143	Pseudomonas aeruginosa // Arthrobacter synephrinum // Pseudomonas putida	Bacteria <bacteria>
PWY-7865	TAX-183988 // TAX-183925 // TAX-183939 // TAX-224756	TAX-188937 // TAX-2208 // TAX-2209 // TAX-2210	Methanosarcina acetivorans // Methanosarcina barkeri // Methanosarcina mazei // Methanosarcina thermophila	Methanopyri // Methanobacteria // Methanococci // Methanomicrobia
PWY-7246	TAX-4751 // TAX-2	TAX-198628 // ORG-6133	Dickeya dadantii // Erwinia chrysanthemi EC16	Fungi // Bacteria <bacteria>
PWY-5022	TAX-1239	TAX-33953	Clostridium aminobutyricum	Bacillota
PWY-7802	TAX-2	TAX-358 // TAX-381 // TAX-216895	Agrobacterium tumefaciens // Mesorhizobium loti // Vibrio vulnificus	Bacteria <bacteria>
PWY-6455	TAX-2	TAX-37734 // TAX-1351 // TAX-1353	Enterococcus casseliflavus // Enterococcus faecalis // Enterococcus gallinarum	Bacteria <bacteria>
PWY-5199	TAX-1117 // TAX-2157 // TAX-201174	TAX-2234 // TAX-183925 // TAX-2190 // TAX-183939 // TAX-224756 // TAX-183988 // TAX-2207 // TAX-2208 // TAX-1763 // TAX-83332 // TAX-1772 // TAX-1883	Archaeoglobus fulgidus // Methanobacteria // Methanocaldococcus jannaschii // Methanococci // Methanomicrobia // Methanopyri // Methanosarcina // Methanosarcina barkeri // Mycobacterium // Mycobacterium tuberculosis // Mycolicibacterium smegmatis // Streptomyces	Cyanobacteriota // Archaea // Actinomycetota
PWY-6771	TAX-2 // TAX-4751	TAX-86029 // TAX-224308	Bacillus subtilis	Bacteria <bacteria> // Fungi
PWY-7344	TAX-2759 // TAX-2 // TAX-2157	TAX-1423 // TAX-511145 // TAX-9606 // TAX-83332 // ORG-5993	Bacillus subtilis // Escherichia coli // Homo sapiens // Mycobacterium tuberculosis // Arabidopsis thaliana	Eukaryota // Bacteria <bacteria> // Archaea
PWY-8581	TAX-2	TAX-995841	Streptomyces sp. HKI0576	Bacteria <bacteria>
PWY-8396	TAX-2759	TAX-3702 // TAX-9606 // ORG-5993	Arabidopsis thaliana // Homo sapiens	Eukaryota
PWY-8136	TAX-2157 // TAX-2	TAX-511145	Escherichia coli	Archaea // Bacteria <bacteria>
PWY-8158	TAX-4751	TAX-1004481 // TAX-41956 // TAX-67721	Amanita crenulata // Amanita muscaria // Amanita pantherina	Fungi
PWY-8024	TAX-33090	ORG-5993	Arabidopsis thaliana	Viridiplantae
PWY-6686	TAX-2	TAX-69499 // TAX-28237	Petrotoga mobilis // Petrotoga miotherma	Bacteria <bacteria>
PWY-7183	TAX-4751 // TAX-33090 // TAX-2157 // TAX-2	TAX-511145 // TAX-4932 // ORG-5993	Escherichia coli // Saccharomyces cerevisiae // Arabidopsis thaliana	Fungi // Viridiplantae // Archaea // Bacteria <bacteria>
IDNCAT-PWY	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-7049	TAX-33208 // TAX-4751	TAX-9606	Homo sapiens	Metazoa // Fungi
PWY-7531	TAX-1760 // TAX-91061	TAX-720555 // TAX-326423 // TAX-886882 // ORG-6264	Bacillus atrophaeus // Bacillus velezensis // Paenibacillus polymyxa // Bacillus amyloliquefaciens	Actinomycetes // Bacilli
PWY-2881	TAX-3193	ORG-5993	Arabidopsis thaliana	Embryophyta
PWY-5776	TAX-2	TAX-1038921	Pseudomonas chlororaphis	Bacteria <bacteria>
PWY-8392	TAX-1239	TAX-33945 // TAX-1639	Enterococcus avium // Listeria monocytogenes	Bacillota
PWY-5920	TAX-33630 // TAX-33682 // TAX-1224 // TAX-33208 // TAX-4751	TAX-358 // TAX-3039 // TAX-9606 // TAX-40674 // TAX-5833 // TAX-82115 // TAX-1063 // TAX-4932	Agrobacterium tumefaciens // Euglena gracilis // Homo sapiens // Mammalia // Plasmodium falciparum // Rhizobiaceae // Cereibacter sphaeroides // Saccharomyces cerevisiae	Alveolata // Euglenozoa // Pseudomonadota // Metazoa // Fungi
PWY-7237	TAX-2	TAX-224308	Bacillus subtilis	Bacteria <bacteria>
P181-PWY	TAX-201174	TAX-29320 // TAX-196162 // TAX-37919	Paenarthrobacter nicotinovorans // Nocardioides sp. JS614 // Rhodococcus opacus	Actinomycetota
PWY-7746	TAX-1762	TAX-83332	Mycobacterium tuberculosis	Mycobacteriaceae
PWY-6758	TAX-2 // TAX-2157	TAX-119072 // TAX-28896	Caldanaerobacter subterraneus // Thermoanaerobacterium saccharolyticum	Bacteria <bacteria> // Archaea
PWY-5651	TAX-2 // TAX-4751 // TAX-33208	TAX-216591 // TAX-9606 // TAX-10090 // TAX-10116 // TAX-4932	Burkholderia cenocepacia // Homo sapiens // Mus musculus // Rattus norvegicus // Saccharomyces cerevisiae	Bacteria <bacteria> // Fungi // Metazoa
PWYG-321	TAX-1762	TAX-83332	Mycobacterium tuberculosis	Mycobacteriaceae
PWY-6971	TAX-2	TAX-1890	Streptomyces antibioticus	Bacteria <bacteria>
PWY-7621	TAX-666	TAX-243277 // TAX-127906	Vibrio cholerae O1	Vibrio cholerae
PWY-7702	TAX-4751	TAX-38033 // TAX-95324	Chaetomium globosum // Hapsidospora irregularis	Fungi
DARABCATK12-PWY	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-8518	TAX-6073	TAX-105399 // TAX-105400	Anemonia manjano // Discosoma striata	Cnidaria
PWY-6374	TAX-666	TAX-666	Vibrio cholerae	Vibrio cholerae
PWY-6104	TAX-2	ORG-6080 // ORG-5948	Pseudomonas putida	Bacteria <bacteria>
PWY-5393	TAX-2759	TAX-83819 // TAX-137221 // TAX-32247	Polygonum cuspidatum // Rheum palmatum // Rubus idaeus	Eukaryota
PWY-7610	TAX-2	TAX-354242	Campylobacter jejuni	Bacteria <bacteria>
PWY-8164	TAX-2 // TAX-2157	TAX-511145	Escherichia coli	Bacteria <bacteria> // Archaea
PWY-8020	TAX-2	TAX-192 // TAX-190650 // TAX-29320 // TAX-470150	Azospirillum brasilense // Caulobacter vibrioides // Paenarthrobacter nicotinovorans // Pseudomonas taiwanensis	Bacteria <bacteria>
PWY-5165	TAX-1224	TAX-108557	Alcaligenes sp. O-1	Pseudomonadota
PWY-7509	TAX-2	TAX-340 // TAX-314565	Xanthomonas campestris	Bacteria <bacteria>
HEXITOLDEGSUPER-PWY	TAX-2763 // TAX-2	TAX-511145	Escherichia coli	Rhodophyta // Bacteria <bacteria>
PWY-5784	TAX-3193	TAX-4530	Oryza sativa	Embryophyta
PWY-6984	TAX-2	TAX-1639	Listeria monocytogenes	Bacteria <bacteria>
PWY-7393	TAX-33090 // TAX-2	TAX-39639 // TAX-39947 // TAX-553 // TAX-4577	Narcissus pseudonarcissus // Oryza sativa // Pantoea ananatis // Zea mays	Viridiplantae // Bacteria <bacteria>
PWY-7719	TAX-2	ORG-6284	Escherichia coli	Bacteria <bacteria>
PWY-8230	TAX-2	TAX-436295	Salmonella enterica	Bacteria <bacteria>
PWY-241	TAX-3193	TAX-4577	Zea mays	Embryophyta
PWY-8418	TAX-2	TAX-224308	Bacillus subtilis	Bacteria <bacteria>
PWY-8541	TAX-2	TAX-1437453	Streptomyces leeuwenhoekii	Bacteria <bacteria>
PWY-6158	TAX-7742	TAX-9986 // TAX-9031 // TAX-9606	Oryctolagus cuniculus // Gallus gallus // Homo sapiens	Vertebrata <vertebrates>
PWY-5061	TAX-3803	TAX-46348 // TAX-3847 // TAX-49827 // TAX-57577	Glycyrrhiza echinata // Glycine max // Glycyrrhiza glabra // Trifolium pratense	Fabaceae
PWY-2722	TAX-4751 // TAX-33682 // TAX-2	TAX-53367 // TAX-375 // TAX-3039 // TAX-38945 // TAX-1422 // TAX-1272 // TAX-1204 // TAX-29323 // ORG-6003	Asanoa ferruginea // Bradyrhizobium japonicum // Euglena gracilis // Flammulina velutipes // Geobacillus stearothermophilus // Kocuria varians // Scytonema sp. // Thermoanaerobacter brockii // Plesiomonas sp. Yoshida 95	Fungi // Euglenozoa // Bacteria <bacteria>
PWY-8010	TAX-5719 // TAX-2157	TAX-311400 // TAX-56636 // TAX-5722	Thermococcus kodakarensis // Aeropyrum pernix // Trichomonas vaginalis	Parabasalia // Archaea
PWY-6375	TAX-201174	TAX-100226 // TAX-28893	Streptomyces coelicolor // Streptomyces pilosus	Actinomycetota
PWY-6286	TAX-2	TAX-1061 // TAX-1063 // TAX-28068	Rhodobacter capsulatus // Cereibacter sphaeroides // Rubrivivax gelatinosus	Bacteria <bacteria>
PWY-8395	TAX-2759	TAX-3702 // TAX-9606 // ORG-5993	Arabidopsis thaliana // Homo sapiens	Eukaryota
PWY-7303	TAX-201174	TAX-2893586 // TAX-149682	Actinoalloteichus caeruleus // Streptomyces roseochromogenus	Actinomycetota
PWY-8226	TAX-2	ORG-57074	Escherichia coli	Bacteria <bacteria>
PWY-7727	TAX-33208 // TAX-2759	TAX-9606	Homo sapiens	Metazoa // Eukaryota
PWY-7826	TAX-4668	TAX-39639 // TAX-82232 // TAX-272140 // TAX-1540222 // TAX-59042 // TAX-1263234	Narcissus pseudonarcissus // Galanthus elwesii // Lycoris longituba // Narcissus aff. pseudonarcissus MK-2014 // Nerine bowdenii // Zephyranthes bifida	Amaryllidaceae
PWY-7569	TAX-2	TAX-1295550	Streptomyces arginensis	Bacteria <bacteria>
PWY-5801	TAX-91827	TAX-63779 // TAX-141191	Impatiens balsamina // Lawsonia inermis	Gunneridae
PWY-6094	TAX-2	TAX-393999 // TAX-65067 // TAX-469561 // ORG-6079	Cupriavidus sp. PS12 // Pseudomonas sp. P51 // Pseudomonas sp. PS14 // Rhodococcus sp. strain MS11	Bacteria <bacteria>
PWY-7595	TAX-1117	TAX-118562 // TAX-1148	Limnospira platensis // Synechocystis sp. PCC 6803	Cyanobacteriota
PWY-6178	TAX-2	TAX-264198 // TAX-37919 // TAX-1928 // ORG-6075	Cupriavidus pinatubonensis // Rhodococcus opacus // Streptomyces rochei // Ralstonia eutropha	Bacteria <bacteria>
TEICHOICACID-PWY	TAX-1239	TAX-224308 // TAX-1590	Bacillus subtilis // Lactiplantibacillus plantarum	Bacillota
PWY-7988	TAX-2	TAX-405416 // TAX-509173	Acinetobacter baumannii	Bacteria <bacteria>
PWY-5453	TAX-2 // TAX-2759	TAX-1004253 // TAX-511145 // TAX-9606 // TAX-32049 // TAX-1517	Cyberlindnera mrakii // Escherichia coli // Homo sapiens // Picosynechococcus sp. PCC 7002 // Thermoanaerobacterium thermosaccharolyticum	Bacteria <bacteria> // Eukaryota
PWY-7622	TAX-6231 // TAX-3052 // TAX-147538 // TAX-5654 // TAX-2	TAX-746128 // TAX-330879 // TAX-162425	Aspergillus fumigatus // Aspergillus nidulans	Nematoda // Chlamydomonas // Pezizomycotina // Trypanosomatidae // Bacteria <bacteria>
PWY-7545	TAX-2 // TAX-2157			Bacteria <bacteria> // Archaea
PWY-5930	TAX-2063	ORG-6042	Kitasatospora griseola MF730-N6	Kitasatospora
PWY-6608	TAX-2 // TAX-33208	TAX-7227 // TAX-511145 // TAX-9606 // TAX-10090	Drosophila melanogaster // Escherichia coli // Homo sapiens // Mus musculus	Bacteria <bacteria> // Metazoa
PWY-8326	TAX-147547	TAX-27339	Cladonia grayi	Lecanoromycetes
PWY-8100	TAX-33090	TAX-912362	Croton linearis	Viridiplantae
PWY-8135	TAX-2157 // TAX-2	TAX-1502 // TAX-110320 // TAX-479437 // TAX-2173 // TAX-2317 // TAX-821 // TAX-553973 // TAX-29347 // TAX-411468 // TAX-411470 // ORG-6134	Clostridium perfringens // Clostridium sp. TO-931 // Eggerthella lenta // Methanobrevibacter smithii // Methanosphaera stadtmanae // Phocaeicola vulgatus // [Clostridium] hylemonae // [Clostridium] scindens // Mediterraneibacter gnavus // Bifidobacterium longum	Archaea // Bacteria <bacteria>
PWY-8090	TAX-2	TAX-311403 // TAX-396598	Rhizobium rhizogenes // Paraburkholderia graminis	Bacteria <bacteria>
PWY0-1479	TAX-2	TAX-511145	Escherichia coli	Bacteria <bacteria>
PWY-6449	TAX-33090	TAX-2849586 // TAX-1343917 // TAX-1461650 // TAX-1343918	Anethum foeniculum // Lavandula pedunculata // Lavandula stoechas // Lavandula viridis	Viridiplantae
PWY-7843	TAX-2	TAX-83334 // TAX-287 // TAX-630	Escherichia coli // Pseudomonas aeruginosa // Yersinia enterocolitica	Bacteria <bacteria>
PWY-8445	TAX-2	TAX-498716	human intestinal bacterium PUE	Bacteria <bacteria>
PWY-7765	TAX-2	TAX-457432	Streptosporangium sibiricum	Bacteria <bacteria>
