Pathways	Object ID	Ontology - pathway type	Key-Reactions	Reaction-List	EC-Number
PWYG-321	PWYG-321	Lipid-Biosynthesis		RXN-21726 // RXN-21725 // RXN-21724 // RXN-21723 // RXN-21722 // RXN-21721 // RXN-21720 // RXN-21719 // RXN3O-5293 // RXN-20770 // RXN-20769 // RXN3O-1803 // RXN-9635 // RXN-9634 // RXN-9633 // RXN-9632 // RXN-9663 // 4.2.1.61-RXN // RXN-9540 // RXN-9539 // RXN-9662 // RXN-9537 // RXN-9536 // RXN1G-460 // RXN1G-2527 // RXN-15342 // RXN-15340 // RXN-15339 // RXN-15338 // RXN1G-363 // RXN-10062 // RXN-10061 // RXN-10060 // RXN-10059 // RXN1G-1637 // RXN1G-1636 // RXN1G-1635 // RXN1G-1634 // RXN1G-1633 // RXN1G-1152 // RXN1G-1151 // RXN1G-1150 // RXN1G-1149 // RXN1G-874 // RXN1G-474 // RXN1G-473 // RXN1G-472 // RXN1G-470 // RXN1G-137 // RXN1G-1439 // RXN1G-1438 // RXN1G-1437 // RXN1G-1436 // RXN1G-1435 // RXN1G-811 // RXN1G-810 // RXN1G-809 // RXN1G-808 // RXN1G-807 // RXN1G-292 // RXN1G-291 // RXN1G-290 // RXN1G-289 // RXN1G-288 // RXN1G-1530 // RXN1G-1529 // RXN1G-1528 // RXN1G-1527 // RXN1G-1486 // RXN1G-296 // RXN1G-295 // RXN1G-297 // RXN1G-98 // RXN1G-181 // RXN1G-4355 // RXN1G-4143 // RXN1G-4142 // RXN1G-4141 // RXN1G-4140 // RXN1G-3993 // RXN1G-3667 // RXN1G-3660 // RXN1G-3641 // RXN1G-3613 // RXN1G-3256 // RXN1G-3232 // RXN1G-2544 // RXN1G-45 // RXN1G-679 // RXN1G-648 // RXN1G-617 // RXN1G-582 // RXN1G-471 // RXN1G-440 // RXN1G-409 // RXN1G-374 // RXN1G-276 // RXN1G-220 // RXN1G-184 // RXN1G-94 // RXN1G-1325 // RXN1G-1278 // RXN1G-1247 // RXN1G-1212 // RXN1G-1117 // RXN1G-1081 // RXN1G-1050 // RXN1G-1015 // RXN1G-915 // RXN1G-884 // RXN1G-853 // RXN1G-818 // RXN1G-686 // RXN1G-645 // RXN1G-613 // RXN1G-557 // RXN1G-468 // RXN1G-425 // RXN1G-384 // RXN1G-334 // RXN1G-248 // RXN1G-214 // RXN1G-182 // RXN1G-79 // RXN1G-1057 // RXN1G-1004 // RXN1G-951 // RXN1G-883 // RXN1G-820 // RXN1G-760 // RXN1G-717 // RXN1G-660 // RXN1G-607 // RXN1G-554 // RXN1G-481 // RXN1G-424 // RXN1G-337 // RXN1G-294 // RXN1G-203 // RXN1G-32 // RXN1G-196 // RXN1G-127 // RXN1G-637 // RXN1G-580 // RXN1G-509 // RXN1G-309 // RXN1G-252 // RXN1G-172 // RXN1G-339 // RXN1G-308 // RXN1G-262 // RXN1G-89 // RXN1G-193 // RXN1G-464 // RXN1G-408 // RXN1G-202 // RXN1G-53 // RXN1G-355 // RXN1G-287 // RXN1G-132 // RXN1G-1130 // RXN1G-1084 // RXN1G-1053 // RXN1G-1003 // RXN1G-962 // RXN1G-912 // RXN1G-881 // RXN1G-840 // RXN1G-674 // RXN1G-396 // RXN1G-377 // RXN1G-358 // RXN1G-324 // RXN1G-299 // RXN1G-279 // RXN1G-260 // RXN1G-236 // RXN1G-210 // RXN1G-188 // RXN1G-163 // RXN1G-138 // RXN1G-285 // RXN1G-266 // RXN1G-240 // RXN1G-218 // RXN1G-37 // RXN1G-420 // RXN1G-364 // RXN1G-306 // RXN1G-171 // RXN1G-27 // RXN1G-72 // RXN1G-26 // RXN1G-30 // RXN1G-536 // RXN1G-526 // RXN1G-517 // RXN1G-508 // RXN1G-499 // RXN1G-469 // RXN1G-445 // RXN1G-395 // RXN1G-320 // RXN1G-349 // RXN1G-368	EC-2.3.1.86 // EC-1.3.1.9 // EC-4.2.1.59 // EC-1.1.1.100 // EC-2.3.1.41 // EC-2.3.1.179 // EC-2.3.1.301 // EC-2.1.1 // EC-1.1 // EC-1.1.1 // EC-4.2.1.M1 // EC-2.3.1 // EC-2.3.1.122 // EC-3.1.3.12 // EC-6.4.1.3 // EC-6.2.1 // EC-2.1.1.79 // EC-2.1.1.M101 // EC-1.3.1.118 // EC-4.2.1.M2 // EC-1.1.1.M9 // EC-2.3.1.294 // EC-5.3.3.14 // EC-2.3.1.293
PWY-6971	PWY-6971	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-12914 // RXN-12913 // RXN-12804 // RXN-12802 // RXN-12803	EC-2.3.1 // EC-1.14.13 // EC-2.4.1 // EC-2.1.1.239
PWY-7621	PWY-7621	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16242 // RXN-16240 // RXN-16241	EC-1.1.1 // EC-3.5.99 // EC-2.3.1
PWY-7702	PWY-7702	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16962 // RXN-16961 // RXN-16959	EC-5.5.1 // EC-2.3.1
DARABCATK12-PWY	DARABCATK12-PWY	Carbohydrates-Degradation	DARABISOM-RXN	GLYCOLALD-DEHYDROG-RXN // DARABALDOL-RXN // DARABKIN-RXN // DARABISOM-RXN	EC-1.2.1.21 // EC-4.1.2.17 // EC-2.7.1.51 // EC-5.3.1.3
PWY-8518	PWY-8518	Fluorescence		RXN-24521 // RXN-24522 // RXN-24523 // RXN-24524	
PWY-6374	PWY-6374	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-10992 // RXN-10993	DHBAMPLIG-RXN // RXN-10989 // RXN-10990 // RXN-10991 // RXN-10992 // RXN-10993 // PWY-5901	EC-6.3.2
PWY-6104	PWY-6104	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	RXN-9908	RXN-9910 // RXN-9909 // RXN-9908	EC-1.2.1.28 // EC-1.1.1.90 // EC-1.14.15.26
PWY-5393	PWY-5393	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8459 // RXN-8458	EC-1.3.1 // EC-2.3.1.212
PWY-7610	PWY-7610	Carbohydrates-Biosynthesis	RXN-16162 // RXN-16161	RXN-16164 // RXN-16162 // RXN-16161 // RXN-16160	EC-1.1.1 // EC-5.1.3 // EC-4.2.1
PWY-8164	PWY-8164	Cofactor-Biosynthesis		RXN-21566 // RXN-21562 // RXN-21550	EC-2.8.1.7 // EC-2.8.1
PWY-8020	PWY-8020	Carbohydrates-Degradation	RXN-8777 // D-XYLOSE-1-DEHYDROGENASE-RXN	D-XYLOSE-1-DEHYDROGENASE-RXN // 25-DIOXOVALERATE-DEHYDROGENASE-RXN // RXN-8777 // XYLONATE-DEHYDRATASE-RXN // RXN-12246	EC-1.1.1.175 // EC-1.2.1.26 // EC-4.2.1.141 // EC-4.2.1.82 // EC-3.1.1.110
PWY-5165	PWY-5165	AROMATIC-COMPOUNDS-DEGRADATION		TSDOSALCAL-RXN	EC-1.14.12
PWY-7509	PWY-7509	Super-Pathways // Lipid-Biosynthesis	RXN-15544	PWY-5669 // RXN-8141 // RXN-15544	EC-2.7.8.41
HEXITOLDEGSUPER-PWY	HEXITOLDEGSUPER-PWY	Alcohol-Degradation // Carbohydrates-Degradation // Super-Pathways		PWY-5484 // GALACTITOLCAT-PWY // SORBDEG-PWY // MANNIDEG-PWY	
PWY-5784	PWY-5784	Inactivation		RXN-9075 // RXN-9074 // RXN-9078 // RXN-9077 // RXN-9076 // RXN-2947 // RXN-2946	EC-2.4.1 // EC-3.5.1 // EC-6.3
PWY-6984	PWY-6984	Cofactor-Biosynthesis		RXN-13039 // RXN-8654 // RXN-13031 // RXN-13032	EC-3.5.1.138 // EC-2.3.1.200
PWY-7393	PWY-7393	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		PWY-5942 // PWY-5943	
PWY-7719	PWY-7719	Carbohydrates-Biosynthesis		RXN-17083 // RXN-17078 // RXN-17079 // RXN-17080 // RXN-17081 // RXN-17082 // RXN-9998	EC-2.7.7 // EC-2.5.1 // EC-3.6.1 // EC-5.1.3 // EC-2.3.1 // EC-2.6.1.34 // EC-4.2.1.115
PWY-8230	PWY-8230	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22162 // RXN-22161 // RXN-21886 // RXN-21887 // RXN-22160 // GLCNACPTRANS-RXN	EC-2.4.99.27 // EC-7.5.99.a // EC-2.4.1 // EC-2.4.1.122 // EC-2.4.1.308 // EC-2.7.8.33
PWY-241	PWY-241	Energy-Metabolism		TRANS-RXN0-570 // TRANS-RXN-374 // RXN0-5224 // MALATE-DEHYDROGENASE-NADP+-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // MALIC-NADP-RXN // PEPCARBOX-RXN	EC-4.2.1.1 // EC-1.1.1.82 // EC-2.7.9.1 // EC-1.1.1.40 // EC-4.1.1.31
PWY-8418	PWY-8418	Noncarbon-Nutrients		RXN-23600 // RXN-23601 // RXN-23602 // RXN-23603 // RXN-22642	EC-2.3.1.80 // EC-1.14.14 // EC-1.8.4 // EC-3.5.1
PWY-8541	PWY-8541	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24758 // RXN-24759 // RXN-24766 // RXN-24765 // RXN-24764 // RXN-24763 // RXN-24762 // RXN-24761 // RXN-24760	EC-2.1.1 // EC-1.14.15
PWY-6158	PWY-6158	Polyamine-Biosynthesis // Metabolic-Regulators		CREATINE-KINASE-RXN	EC-2.7.3.2
PWY-5061	PWY-5061	AROMATIC-COMPOUNDS-BIOSYN		RXN-7656 // RXN-7655 // RXN-7654	EC-4.2.1 // EC-1.14.14
PWY-2722	PWY-2722	Carbohydrates-Degradation	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	GLUCOKIN-RXN // BETA-PHOSPHOGLUCOMUTASE-RXN // ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	EC-2.7.1.1 // EC-2.7.1.2 // EC-5.4.2.6 // EC-2.4.1.64
PWY-8010	PWY-8010	Amino-Acid-Biosynthesis	2.5.1.65-RXN	2.5.1.65-RXN // PGLYCDEHYDROG-RXN // PSERTRANSAM-RXN	EC-2.5.1.65 // EC-1.1.1.95 // EC-2.6.1.52
PWY-6375	PWY-6375	SECONDARY-METABOLITE-BIOSYNTHESIS		LYSDECARBOX-RXN // RXN-10995 // RXN-10996 // RXN-10997 // RXN-10998	EC-4.1.1.18 // EC-1.14.13.252 // EC-2.3.1.M123 // EC-6.3.3
PWY-6286	PWY-6286	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-10670 // RXN-10669 // RXN-10668 // RXN-10667 // RXN-10666 // RXN-10665	EC-1.14.15.9 // EC-2.1.1.210 // EC-2.1.1 // EC-1.14.99.M7 // EC-4.2.1.131
PWY-8395	PWY-8395	Lipid-Biosynthesis		RXN-23519 // RXN-23466 // RXN-23465 // RXN-23464 // RXN-23463 // RXN-8495 // RXN-23461 // RXN-23460 // RXN-23462 // LIPOXYGENASE-RXN // RXN-12134 // RXN-22220 // RXN-22222 // RXN-22221	EC-3.1.1.4 // EC-1.11.1.12 // EC-1.13.11.58 // EC-1.13.11.12 // EC-3.3.2.10 // EC-1.14.14.M33
PWY-7303	PWY-7303	AROMATIC-COMPOUNDS-BIOSYN		RXN-14670 // RXN-14671 // RXN-14631 // PREPHENATEDEHYDROG-RXN	EC-1.13.12.23 // EC-1.13.11.83 // EC-2.5.1.111 // EC-1.3.1.12
PWY-8226	PWY-8226	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22148 // RXN-22147 // GLCNACPTRANS-RXN // RXN-14559 // RXN-22144 // RXN-22145 // RXN-22146	EC-2.4.99.27 // EC-7.5.99.a // EC-2.7.8.33 // EC-2.4.1.305 // EC-2.4.1
PWY-7727	PWY-7727	Lipid-Biosynthesis	RXN-17119	RXN-17119 // RXN-16103 // RXN-13445 // RXN-13444 // RXN-13443 // RXN-13442	EC-1.14.19 // EC-2.3.1 // EC-1.3.1.93 // EC-4.2.1.134 // EC-1.1.1.330
PWY-7826	PWY-7826	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-18121 // RXN-1103 // RXN-1126 // RXN-21005 // RXN-18133 // RXN-18153 // RXN-18152 // RXN-18142 // RXN-18141 // RXN-18140 // RXN-18138 // RXN-18137 // RXN-18136 // RXN-18135 // RXN-18134 // RXN-18129 // RXN-18132 // RXN-18125 // RXN-18124 // RXN-18126 // TYROSINE-DECARBOXYLASE-RXN // RXN-18120 // RXN-18122 // RXN-18128 // RXN-18123 // RXN-18127	EC-1.14.14.96 // EC-6.2.1.12 // EC-4.1.2.61 // EC-1.14.19 // EC-1.14.13 // EC-1.14.19.50 // EC-2.1.1 // EC-1.14.14 // EC-1.3.1 // EC-1.1 // EC-4.1.1.28 // EC-4.1.1.25 // EC-2.1.1.336
PWY-7569	PWY-7569	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-14065 // RXN-15932 // RXN-15933 // RXN-15929 // RXN-15928 // RXN-15927 // RXN-15934 // RXN-15931 // RXN-15930	EC-3.2.2.10 // EC-3.4.13 // EC-2.1.1 // EC-2.6.1 // EC-1.1 // EC-2.4.1 // EC-6.3.2
PWY-5801	PWY-5801	AROMATIC-COMPOUNDS-BIOSYN		RXN-9103	
PWY-6094	PWY-6094	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	RXN-9888	RXN-18362 // RXN-18363 // RXN-17093 // RXN-9891 // RXN-9890 // RXN-9889 // RXN-9888 // RXN-9885 // MALEYLACETATE-REDUCTASE-RXN	EC-1.3.1.32 // EC-3.1.1.45 // EC-5.5.1 // EC-1.13.11.M6
PWY-7595	PWY-7595	Lipid-Biosynthesis		RXN-16070	EC-1.14.19.36
PWY-6178	PWY-6178	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG		RXN-23522 // RXN-20724 // RXN-20721 // RXN-18362 // MALEYLACETATE-REDUCTASE-RXN // CHLOROMALERED-RXN // RXN-10075	EC-1.3.1.32 // EC-1.13.11
TEICHOICACID-PWY	TEICHOICACID-PWY	Cell-Structure-Biosynthesis	TEICHOICSYN4-RXN	RXN-18013 // RXN-18014 // RXN-18028 // 6.3.2.16-RXN // GLCNACPTRANS-RXN // 2.7.7.39-RXN // TEICHOICSYN4-RXN // TEICHOICSYN8-RXN // TEICHOICSYN5-RXN // TEICHOICSYN3-RXN // TEICHOICSYN2-RXN	EC-2.3.2.M5 // EC-6.2.1.54 // EC-7.5.2.4 // EC-2.3.1.M32 // EC-2.7.8.33 // EC-2.7.7.39 // EC-2.7.8.12 // EC-2.7.8.M1 // EC-2.4.1.52 // EC-2.7.8.44 // EC-2.4.1.187
PWY-7988	PWY-7988	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19514 // RXN-19512 // RXN-19511 // RXN-19510 // RXN-19509 // RXN-19505 // RXN-19506 // RXN-19507 // RXN-682 // 4.1.1.86-RXN // R101-RXN	EC-2.3.1 // EC-6.3.2 // EC-1.14.13.M65 // EC-4.1.1.86 // EC-2.6.1.76
PWY-5453	PWY-5453	Methylglyoxal-Detoxification // Aldehyde-Degradation		RXN-8632 // RXN0-4281	EC-1.1.1.21
PWY-7622	PWY-7622	Super-Pathways // Carbohydrates-Biosynthesis	GALPMUT-RXN	GALPMUT-RXN // PWY-7344	EC-5.4.99.9
PWY-7545	PWY-7545	Energy-Metabolism		RXN0-5266 // RXN-11496	EC-7.1.1.7 // EC-1.2.5.1
PWY-5930	PWY-5930	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-9460 // RXN-9456 // RXN-9455	EC-5.5.1.15 // EC-4.2.3.36
PWY-6608	PWY-6608	NUCLEO-DEG		RXN0-5199 // RXN0-901 // RXN-7609 // GUANINE-DEAMINASE-RXN	EC-2.4.2.15 // EC-2.4.2.1 // EC-1.17.1.4 // EC-3.1.3.5 // EC-3.5.4.3
PWY-8326	PWY-8326	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-22746 // RXN-18828 // RXN-14954 // RXN-22730 // RXN-22731 // RXN-22732	EC-2.3.1 // EC-2.8.3 // EC-1.14.19 // EC-2.1.1
PWY-8100	PWY-8100	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-5141 // RXN-19234 // RXN-19233 // RXN-19231	EC-2.1.1.128 // EC-2.1.1 // EC-1.14.13
PWY-8135	PWY-8135	Fatty-Acid-and-Lipid-Degradation		RXN-21345 // RXN-17388 // CHOLOYLGLYCINE-HYDROLASE-RXN // RXN-17385 // CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN	EC-3.5.1.74 // EC-3.5.1.24
PWY-8090	PWY-8090	CARBOXYLATES-DEG		RXN-17762 // RXN-17772 // RXN-20935 // RXN-20934 // RXN-20933	EC-5.3.1.34 // EC-5.3.1.33 // EC-4.1.1.121 // EC-2.7.1.231 // EC-1.1.1.421
PWY0-1479	PWY0-1479	Nucleic-Acid-Processing		RXN0-6485 // RXN0-6481 // RXN0-6483 // 3.1.26.5-RXN // RXN0-6484 // RXN0-6482 // RXN0-6480 // RXN0-4222 // RXN0-6479 // RXN0-6478	EC-3.1.26.12 // EC-2.7.7.56 // EC-3.1.13.5 // EC-3.1.26.5 // EC-3.1.13.1
PWY-6449	PWY-6449	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-25369 // RXN-25368 // RXN-25370	EC-1.1.1
PWY-7843	PWY-7843	Other-Degradation		RXN-17522	
PWY-8445	PWY-8445	SECONDARY-METABOLITE-DEGRADATION		RXN-23264 // RXN-23265	EC-4.1.99 // EC-1.1.98
PWY-7765	PWY-7765	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-17500 // RXN-17499 // RXN-8665 // ARYLFORMAMIDASE-RXN // KYNURENINE-3-MONOOXYGENASE-RXN	EC-3.7.1.3 // EC-2.1.1.M26 // EC-1.13.11.11 // EC-1.13.11.52 // EC-3.5.1.9 // EC-1.14.13.9
PWY-5695	PWY-5695	NUCLEO-DEG		RXN0-901 // XANTHOSINEPHOSPHORY-RXN // XMPXAN-RXN // IMP-DEHYDROG-RXN	EC-1.17.1.4 // EC-2.4.2.1 // EC-3.1.3.5 // EC-1.1.1.205
PWY-6160	PWY-6160	Carboxylate-Biosynthesis		ASPARTATEKIN-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // RXN-8075 // RXN-10054 // RXN-10053 // RXN-10031 // RXN-10032	EC-2.7.2.4 // EC-1.2.1.11 // EC-4.2.3 // EC-2.2.1.11 // EC-2.2.1.10 // EC-1.4.1.24
PWY-5533	PWY-5533	Other-Degradation		6.4.1.6-RXN	EC-6.4.1.6
PWY-7389	PWY-7389	Super-Pathways // Energy-Metabolism		PWY-7384 // PWY-7383	
PWY-7301	PWY-7301	Carbohydrates-Biosynthesis		DTDPGLUCDEHYDRAT-RXN // DTDPGLUCOSEPP-RXN // RXN-14668 // RXN-14667 // DTDPDEHYDRHAMEPIM-RXN	EC-4.2.1.46 // EC-2.7.7.24 // EC-1.1.1 // EC-2.1.1 // EC-5.1.3.13
PWY4FS-2	PWY4FS-2	Lipid-Biosynthesis		RXN-5781 // 2.7.7.15-RXN // RXN-5642 // RXN-5643 // 2.1.1.103-RXN	EC-2.7.8.2 // EC-2.7.7.15 // EC-2.1.1.103
CHLOROPHYLL-SYN	CHLOROPHYLL-SYN	Tetrapyrrole-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-5283 // RXN-5285	RXN-5285 // RXN-5282 // RXN-5283 // RXN-5284 // RXN0-1461 // RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN // RXN1F-20 // UROGENDECARBOX-RXN // PROTOPORGENOXI-RXN	EC-1.3.1.33 // EC-1.3.3.3 // EC-2.1.1.11 // EC-6.6.1.1 // EC-4.1.1.37 // EC-1.3.3.4
PWY-7043	PWY-7043	Cofactor-Biosynthesis		RXN-13366 // RXN-13355 // RXN-13356 // RXN-13357 // RXN-13358 // RXN-13359 // RXN-13361	EC-5.1.2 // EC-1.13.11.65 // EC-1.1.1 // EC-5.3.3
HYDROXYPRODEG-PWY	HYDROXYPRODEG-PWY	Amino-Acid-Degradation		RXN66-545 // RXN-14472 // RXN-14471 // 4OH2OXOGLUTARALDOL-RXN // 4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	EC-1.5.5.3 // EC-1.2.1 // EC-4.1.3.16 // EC-2.6.1.23
PWY-5864	PWY-5864	Super-Pathways // Cofactor-Biosynthesis		PWY-5886 // PWY-5805 // PWY-1581	
PWY-7823	PWY-7823	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG		RXN-18090 // RXN-18091	EC-3.5.2.M1
PWY-7618	PWY-7618	Lipid-Biosynthesis		RXN-19426 // RXN-19425 // PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN	EC-2.7.8.2 // EC-2.3.1.23 // EC-1.14.18.4
PWY-7963	PWY-7963	Cofactor-Biosynthesis	RXN-16790	RXN-16790 // RXN-19314 // RXN-19297	EC-2.4.2.55 // EC-3.1.3.73 // EC-2.7.8.26
PWY-5084	PWY-5084	Energy-Metabolism	2OXOGLUTDECARB-RXN	RXN-7716 // RXN0-1147 // 2OXOGLUTDECARB-RXN	EC-1.8.1.4 // EC-2.3.1.61 // EC-1.2.4.2
PWY-7631	PWY-7631	AROMATIC-COMPOUNDS-BIOSYN		RXN-16365 // RXN-16364	EC-2.1.1
P381-PWY	P381-PWY	Super-Pathways // Cofactor-Biosynthesis	R342-RXN	PWY-7962 // PWY-5523 // PWY-5443 // PWY-5188 // PWY-7376 // PWY-5509	
PWY-7734	PWY-7734	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-17145 // RXN-17144	RXN-17154 // RXN-17153 // RXN-17152 // RXN-17145 // RXN-17144 // RXN-17150 // RXN-17149 // RXN-17148 // RXN-17147 // RXN-17146	EC-1.1.1 // EC-2.6.99 // EC-3.5.1.9 // EC-1.13.11 // EC-3.1.2 // EC-1.14.13 // EC-6.2.1.73
PWY-6090	PWY-6090	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG		RXN-9879 // RXN-9878	EC-1.3.1.119 // EC-1.14.12.26
PWY-5097	PWY-5097	Amino-Acid-Biosynthesis	DIAMINOPIMEPIM-RXN // RXN-7737	RXN-14014 // DIAMINOPIMDECARB-RXN // DIAMINOPIMEPIM-RXN // RXN-7737 // DIHYDRODIPICSYN-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN	EC-1.17.1.8 // EC-4.1.1.20 // EC-5.1.1.7 // EC-2.6.1.83 // EC-4.3.3.7 // EC-1.2.1.11 // EC-2.7.2.4
PWY-6737	PWY-6737	Polymer-Degradation // Carbohydrates-Degradation	RXN-12193 // RXN-12171 // RXN-12190	PHOSPHOGLUCMUT-RXN // RXN-12193 // RXN-12171 // RXN-12190	EC-5.4.2.2 // EC-2.4.1.25 // EC-2.4.1.1 // EC-3.2.1
PWY-5004	PWY-5004	Super-Pathways // Amino-Acid-Biosynthesis	NITRIC-OXIDE-SYNTHASE-RXN // ARGSUCCINSYN-RXN // ORNCARBAMTRANSFER-RXN	PWY-4983 // PWY-4984 // CITRULBIO-PWY	
PWY-6975	PWY-6975	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		PWY-7108 // PWY-7106	
PWY-981	PWY-981	AROMATIC-COMPOUNDS-BIOSYN		RXN-2009 // RXN-2008	EC-3.1.2 // EC-1.14.14
ALKANEMONOX-PWY	ALKANEMONOX-PWY	Noncarbon-Nutrients	RXN0-280	RXN0-280 // RXN-12444	EC-1.14.14.5 // EC-1.5.1.38
PWY-7089	PWY-7089	SECONDARY-METABOLITE-DEGRADATION		RXN-13600	EC-4.1.2
GLYOXDEG-PWY	GLYOXDEG-PWY	CARBOXYLATES-DEG		RXN0-7229 // MALSYN-RXN	EC-1.1.99.14 // EC-2.3.3.9
PWY-6386	PWY-6386	Cell-Structure-Biosynthesis	GLUTRACE-RXN // 6.3.2.7-RXN	6.3.2.10-RXN // 6.3.2.7-RXN // DALADALALIG-RXN // GLUTRACE-RXN // UDP-NACMURALA-GLU-LIG-RXN // UDP-NACMUR-ALA-LIG-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-6.3.2.10 // EC-6.3.2.7 // EC-6.3.2.4 // EC-5.1.1.3 // EC-6.3.2.9 // EC-6.3.2.8 // EC-1.3.1.98 // EC-2.5.1.7
PWY-5470	PWY-5470	SECONDARY-METABOLITE-BIOSYNTHESIS		RETICULINE-OXIDASE-RXN // 2.1.1.117-RXN // 2.1.1.118-RXN // 2.1.1.89-RXN // RXN-8699 // RXN-8698	EC-1.21.3.3 // EC-2.1.1.117 // EC-2.1.1.118 // EC-2.1.1.89 // EC-1.3.3.8
PWY-7720	PWY-7720	SECONDARY-METABOLITE-BIOSYNTHESIS		FARNESYLTRANSTRANSFERASE-RXN // RXN-8813 // RXN-15427	EC-2.5.1.29 // EC-2.5.1.81 // EC-4.2.3.145
PWY-7769	PWY-7769	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-17195 // RXN-17196 // RXN-17197 // RXN-17198 // RXN-17192 // RXN-17191 // RXN-17190 // RXN-17189 // RXN-17188 // 4.1.1.82-RXN // RXN-10837 // RXN-10828 // RXN-10827 // RXN-10826 // RXN-10829 // RXN-10830 // RXN-10831 // RXN-10832 // RXN-10833 // RXN-10834 // RXN-10835 // RXN-10836 // RXN-10824 // RXN-9009 // PHOSPHOENOLPYRUVATE-MUTASE-RXN	EC-6.2.1 // EC-3.1.2 // EC-2.1.1.326 // EC-3.1.1 // EC-2.3.1 // EC-2.7.7 // EC-4.1.1.82 // EC-2.3.1.183 // EC-2.7.8.23 // EC-4.2.1 // EC-2.3.3.18 // EC-4.2.1.166 // EC-4.1.1 // EC-2.6.1 // EC-2.7.1 // EC-2.7.7.93 // EC-1.2.1 // EC-1.1.1 // EC-1.13.11.72 // EC-1.1.1.309 // EC-5.4.2.9
PWY-7859	PWY-7859	Inactivation		RXN-10451 // RXN-18482 // RXN-18481 // RXN-18480 // RXN-18479 // RXN-12421	EC-2.8.2.39 // EC-2.4.1 // EC-3.5.1.127 // EC-1.14.14.48
PWY-2981	PWY-2981	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7788 // RXN-15440 // RXN-15439 // RXN-15438 // RXN-15437 // RXN-9291 // RXN-8528 // RXN-4881 // RXN-4884 // RXN-4883 // RXN-4882 // 5.5.1.13-RXN	EC-4.2.3.30 // EC-1.14.14.111 // EC-4.2.3.34 // EC-5.5.1.14 // EC-4.2.3.28 // EC-4.2.3.29 // EC-4.2.3.35 // EC-4.2.3.33 // EC-5.5.1.13
PWY-5676	PWY-5676	Super-Pathways // Energy-Metabolism		RXN-16834 // RXN-5901 // PWY0-1312 // R11-RXN // 3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN	EC-1.3.1.109 // EC-1.1.1.36 // EC-2.8.3.1 // EC-2.8.3.8 // EC-4.2.1.55 // EC-2.3.1.16 // EC-2.3.1.9
PWY-8203	PWY-8203	Other-biosynthesis		RXN-11484 // RXN-22024 // RXN-22025 // RXN-22026 // RXN-22027	EC-2.3.1.47 // EC-1.3.1.9 // EC-4.2.1.59 // EC-1.1.1.100
PWY-6111	PWY-6111	Fatty-Acid-and-Lipid-Degradation	RXN-9918	RXN-21778 // TRANS-RXN-177 // RXN-9918	EC-2.3.1.21
