	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
534	PWY-7705	"Aspergillus nidulans,Penicillium thymicola"	Fungi	Non-Bacteria	PWY-7705	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23362;RXN-23347;RXN-23348;RXN-23349;RXN-16982;RXN-16981;RXN-16980;RXN-16979	EC-2.1.1;EC-1.14.13;EC-4.1.99.27;EC-6.3.2.40	PWY-7705	quinolinone B biosynthesis	MONOMER-19491 // MONOMER-19492 // MONOMER-124175 // MONOMER-124176	RXN-23362 // RXN-23347 // RXN-23348 // RXN-23349 // RXN-16982 // RXN-16981 // RXN-16980 // RXN-16979	SECONDARY-METABOLITE-BIOSYNTHESIS	
535	PWY-63	"Abies grandis,Pinus sylvestris,Sinorhizobium meliloti,Triticum aestivum,Vigna radiata,Arabidopsis thaliana"	"Rhizobiaceae,Embryophyta"	Non-Bacteria	PWY-63	Carbohydrates-Biosynthesis		UDP-ARABINOSE-4-EPIMERASE-RXN	EC-5.1.3.5	PWY-63	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose) // UDP-L-arabinose biosynthesis (<i>de novo</i> synthesis) // UDP-L-arabinose biosynthesis I (from UDP-xylose)	AT1G30620-MONOMER // MONOMER-74 // CPLX-8871	UDP-ARABINOSE-4-EPIMERASE-RXN	Carbohydrates-Biosynthesis	
536	PWY-8077	"Albizia tanganyicensis,Ginkgo biloba"	Spermatophyta	Non-Bacteria	PWY-8077	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20906;RXN-20798;RXN-14181	EC-2.1.1;EC-3.1.3.1;EC-3.1.3.74	PWY-8077	ginkgotoxin biosynthesis		RXN-20906 // RXN-20798 // RXN-14181	SECONDARY-METABOLITE-BIOSYNTHESIS	
537	PWY-7659	Penicillium aethiopicum	Fungi	Non-Bacteria	PWY-7659	SECONDARY-METABOLITE-BIOSYNTHESIS		GPPSYN-RXN;RXN-16582;RXN-16581;RXN-16580;RXN-16579;RXN-16578;RXN-16577;RXN-16576;RXN-16575	EC-2.5.1.1;EC-2.5.1;EC-2.1.1;EC-1.14.13;EC-2.3.1;EC-6.2.1;EC-1.14.19	PWY-7659	viridicatumtoxin biosynthesis	MONOMER-19281 // MONOMER-19275 // MONOMER-19274 // MONOMER-19276 // MONOMER-19279 // MONOMER-19280 // MONOMER-19277 // MONOMER-19282 // MONOMER-19278	GPPSYN-RXN // RXN-16582 // RXN-16581 // RXN-16580 // RXN-16579 // RXN-16578 // RXN-16577 // RXN-16576 // RXN-16575	SECONDARY-METABOLITE-BIOSYNTHESIS	
538	PWY-1361	"Aromatoleum evansii,Geobacillus stearothermophilus,Paraburkholderia xenovorans"	Bacteria <bacteria>	Bacteria	PWY-1361	AROMATIC-COMPOUNDS-DEGRADATION	RXN-2401	RXN-2425;RXN-11053;RXN-11054;RXN-3641;RXN0-2044;RXN-2424;RXN-2401	EC-4.2.1.17;EC-1.2.1.77;EC-4.1.2.44;EC-2.3.1.174;EC-1.1.1.35;EC-5.3.3;EC-1.14.13.208	PWY-1361	benzoyl-CoA degradation I (aerobic)	CPLX-2682 // CPLX-8006 // CPLX-8007	RXN-2425 // RXN-11053 // RXN-11054 // RXN-3641 // RXN0-2044 // RXN-2424 // RXN-2401	AROMATIC-COMPOUNDS-DEGRADATION	
539	PWY-7218	"Clostridium acetobutylicum,Cupriavidus necator,Escherichia coli,Synechocystis sp. PCC 6803"	Bacteria <bacteria>	Bacteria	PWY-7218	Super-Pathways;Storage-Compounds-Biosynthesis		PWY-101;PYRUVDEH-RXN;PEPDEPHOS-RXN;3PGAREARR-RXN;2PGADEHYDRAT-RXN;CALVIN-PWY;PWY-7216	EC-1.2.1.104;EC-2.7.1.40;EC-5.4.2.12;EC-4.2.1.11	PWY-7218	photosynthetic 3-hydroxybutanoate biosynthesis (engineered) // photosynthetic 3-hydroxybutyrate biosynthesis (engineered)	MONOMER-16780 // THLCLOS-CPLX // CPLX-7355 // MONOMER-16779 // ACETYL-COA-ACETYLTRANSFER-CPLX // FADB-MONOMER // G7212-MONOMER // MONOMER-16803 // EG11467-MONOMER // EG11121-MONOMER // THIOESTERII-CPLX // CPLX2PN3-59 // PGKSYN-MONOMER // PGK // CPLX-122 // CPLX-142 // TPI // FRUCBISALD-CLASSI // CPLX-9465 // CPLX-9466 // FRUCBISALD-CLASSII // CPLX-143 // EG11239-MONOMER // CPLX0-7776 // CPLX0-303 // F16B-CPLX // TKTASYN-MONOMER // CPLX0-1261 // TRANSKETOI-CPLX // G6425-MONOMER // G7187-MONOMER // EG11195-MONOMER // EG11470-MONOMER // ALKAPHOSPHA-CPLX // CPLX-162 // RPESYN-MONOMER // RIBULP3EPIM-MONOMER // PRKSYN-MONOMER // RPIASYN-MONOMER // RIB5PISOMB-CPLX // RIB5PISOMA-CPLX // ENOLASE-CPLX // SGL_RS12450-MONOMER // PGMI-MONOMER // PKI-COMPLEX // PKII-CPLX // PYRUVATEDEH-CPLX // NADPHFER-MONOMER // SGL_RS11630-MONOMER	RXN-15479 // PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN // 1.18.1.2-RXN // PSII-RXN // PYRUVDEH-RXN // PEPDEPHOS-RXN // 3PGAREARR-RXN // 2PGADEHYDRAT-RXN // RIB5PISOM-RXN // PHOSPHORIBULOKINASE-RXN // RIBULP3EPIM-RXN // SEDOHEPTULOSE-BISPHOSPHATASE-RXN // 2TRANSKETO-RXN // 1TRANSKETO-RXN // F16BDEPHOS-RXN // SEDOBISALDOL-RXN // F16ALDOLASE-RXN // TRIOSEPISOMERIZATION-RXN // 1.2.1.13-RXN // PHOSGLYPHOS-RXN // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN // RXN-14251 // RXN-14255 // RXN-11662 // ACETYL-COA-ACETYLTRANSFER-RXN // RXN-5901	Super-Pathways // Storage-Compounds-Biosynthesis	
540	PWY1G-1	"Mycobacterium,Mycobacterium tuberculosis variant bovis,Mycolicibacterium smegmatis,Mycobacterium tuberculosis,Streptomyces"	Actinomycetota	Bacteria	PWY1G-1			RXN1G-0;RXN1G-186	EC-3.5.1.115	PWY1G-1	mycothiol-mediated detoxification // MSH detoxification pathway	MONOMER-9708 // G185E-5244-MONOMER	RXN1G-0 // RXN1G-186		
541	PWY-7230	Saccharomyces cerevisiae	Fungi	Non-Bacteria	PWY-7230	Cofactor-Biosynthesis		RXN-20172;RXN3O-73;RXN3O-12;RXN-20171;RXN3O-102;RXN3O-75;RXN3O-54;RXN-14292;RXN-14291	EC-2.1.1.114;EC-4.1.1.130;EC-1.14.13.M56;EC-1.14.15.M57;EC-2.1.1.64;EC-1.14.99.60;EC-2.1.1.201;EC-1.14.15.45;EC-2.5.1.39	PWY-7230	ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	YNR041C-MONOMER // YML110C-MONOMER // MONOMER3O-164 // YGR255C-MONOMER // YOL096C-MONOMER	RXN-20172 // RXN3O-73 // RXN3O-12 // RXN-20171 // RXN3O-102 // RXN3O-75 // RXN3O-54 // RXN-14292 // RXN-14291	Cofactor-Biosynthesis	
542	PWY-4601	"Anaerobacillus arseniciselenatis,Chrysiogenes arsenatis,Desulfitobacterium hafniense,Shewanella sp. ANA-3,Sulfurospirillum arsenophilum,Sulfurospirillum barnesii,Wolinella succinogenes,Salisediminibacterium selenitireducens"	Bacteria <bacteria>	Bacteria	PWY-4601	Energy-Metabolism		1.20.99.1-RXN	EC-1.20.99.1	PWY-4601	arsenate reduction (respiratory)	CPLX-6321 // CPLX-6322 // CPLX-6341	1.20.99.1-RXN	Energy-Metabolism	
543	PWY-7939	"Chlorobaculum tepidum,Chlorobium limicola,Chlorobium phaeobacteroides"	Chlorobiaceae	Bacteria	PWY-7939	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19135;RXN1F-150	EC-1.3.99.39;EC-5.5.1.19	PWY-7939	chlorobactene biosynthesis	MONOMER-20347 // MONOMER-20357 // MONOMER-20348	RXN-19135 // RXN1F-150	SECONDARY-METABOLITE-BIOSYNTHESIS	
544	PWY-6352	"Saccharomyces cerevisiae,Rattus norvegicus,Homo sapiens"	Eukaryota	Non-Bacteria	PWY-6352	Lipid-Biosynthesis		RXN-10938;2.7.1.150-RXN;1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN;2.7.1.153-RXN;2.7.1.68-RXN;2.7.1.154-RXN;2.7.8.11-RXN;1-PHOSPHATIDYLINOSITOL-KINASE-RXN	EC-3.1.3;EC-2.7.1.150;EC-2.7.1.137;EC-2.7.1.153;EC-2.7.1.68;EC-2.7.1.154;EC-2.7.8.11;EC-2.7.1.67	PWY-6352	"3-phosphoinositide biosynthesis // phosphatidylinositol-3,4-bisphosphate biosynthesis // phosphatidylinositol 3-phosphate biosynthesis // phosphatidylinositol-3,4,5-triphosphate biosynthesis"	HS13481-MONOMER // HS07046-MONOMER // HS00573-MONOMER // HS00529-MONOMER // YPR113W-MONOMER // HS02513-MONOMER // HS06583-MONOMER // HS05725-MONOMER // HS00315-MONOMER // HS07047-MONOMER // HS02982-MONOMER // HS02710-MONOMER // CPLX66-677 // CPLX66-671 // CPLX66-665 // CPLX66-668 // CPLX-7927 // CPLX-7926 // YFR019W-MONOMER // HS03825-MONOMER // MONOMER3O-86 // G3O-31970-MONOMER // HS12771-MONOMER // HS11932-MONOMER	RXN-10938 // 2.7.1.150-RXN // 1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN // 2.7.1.153-RXN // 2.7.1.68-RXN // 2.7.1.154-RXN // 2.7.8.11-RXN // 1-PHOSPHATIDYLINOSITOL-KINASE-RXN	Lipid-Biosynthesis	
545	PWY-2	"Kocuria rosea,Pisum sativum,Arabidopsis thaliana"	"Viridiplantae,Actinomycetota"	Bacteria	PWY-2	AMINE-DEG		RXN-6423;AMINOBUTDEHYDROG-RXN;PUTRESCINE-OXIDASE-RXN	EC-1.2.1.19;EC-1.4.3.10	PWY-2	putrescine degradation IV	AT4G14940-MONOMER // CPLX-26 // MONOMER-15426 // AT3G48170-MONOMER	RXN-6423 // AMINOBUTDEHYDROG-RXN // PUTRESCINE-OXIDASE-RXN	AMINE-DEG	
546	PWY-5523	"Bacillus subtilis,Prauserella rugosa,Priestia megaterium,Propionibacterium freudenreichii,Rhodobacter capsulatus,Sinorhizobium meliloti,Pseudomonas putida"	Bacteria <bacteria>	Bacteria	PWY-5523	Cofactor-Biosynthesis	RXN-8771	RXN-8771;FMNREDUCT-RXN;RIBOFLAVINKIN-RXN	EC-1.13.11.79;EC-1.5.1.39;EC-2.7.1.26	PWY-5523	"5,6-dimethylbenzimidazole biosynthesis I (aerobic) // DMB biosynthesis I"	BSU16670-MONOMER // MONOMER-17177 // MONOMER-13177	RXN-8771 // FMNREDUCT-RXN // RIBOFLAVINKIN-RXN	Cofactor-Biosynthesis	
547	PWY-5967	"Lupinus luteus,Malus domestica"	Gunneridae	Non-Bacteria	PWY-5967	HORMONE-SYN		BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	EC-2.5.1.50	PWY-5967	lupinate biosynthesis // lupinic acid biosynthesis	MONOMER-14061	BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	HORMONE-SYN	
548	PWY-7184	"Chlamydia trachomatis,Escherichia coli,Homo sapiens,Pisum sativum,Saccharomyces cerevisiae,Thermotoga maritima,Arabidopsis thaliana"	"Archaea,Eukaryota,Bacteria <bacteria>"	Bacteria	PWY-7184	Metabolic-Clusters;Nucleotide-Biosynthesis	THYMIDYLATESYN-RXN	THYMIDYLATESYN-RXN;RXN-12195;CDPREDUCT-RXN;UDPREDUCT-RXN;DTDPKIN-RXN;DTMPKI-RXN;DUTP-PYROP-RXN;DUDPKIN-RXN;DCDPKIN-RXN	EC-2.1.1.45;EC-3.6.1.15;EC-1.17.4.1;EC-2.7.4.6;EC-2.7.4.12;EC-2.7.4.13;EC-2.7.4.9;EC-3.6.1.23;EC-3.6.1.9	PWY-7184	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	CPLX0-7692 // CPLX-8616 // CPLX-8617 // G7164-MONOMER // DUTP-PYROP-CPLX // HS11626-MONOMER // CPLX-8629 // CPLX0-8260 // CPLX66-1052 // CPLX-8615 // CPLX-8628 // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX // CPLX-8116 // CPLX3O-10517 // CPLX3O-10515 // CPLXQT-6 // CPLX66-276 // CPLX-8111 // HS06064-MONOMER // MONOMER-17880 // MONOMER-16301 // G3O-30192-MONOMER // MONOMER-16298 // CPLX-5621 // CPLX66-353 // THYMIDYLATESYN-CPLX	THYMIDYLATESYN-RXN // RXN-12195 // CDPREDUCT-RXN // UDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DUTP-PYROP-RXN // DUDPKIN-RXN // DCDPKIN-RXN	Metabolic-Clusters // Nucleotide-Biosynthesis	
549	PWY-5313	"Glandularia x hybrida,Ipomoea nil,Ipomoea purpurea,Perilla frutescens,Rosa hybrid cultivar,Salvia splendens,Vitis vinifera"	Spermatophyta	Non-Bacteria	PWY-5313	Super-Pathways;AROMATIC-COMPOUNDS-BIOSYN;Other-biosynthesis;SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8204;RXN-8176;RXN-8171;RXN-8205;RXN-8170;RXN-8169;PWY-5160;RXN1F-775	EC-2.3.1.215;EC-2.4.1;EC-2.3.1.172;EC-2.3.1;EC-2.4.1.298;EC-2.4.1.115	PWY-5313	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-<i>O</i>-glucoside)	MONOMER-12084 // MONOMER-18000 // MONOMER-18002 // MONOMER-12113 // MONOMER-18001 // MONOMER-12012 // MONOMER-12013 // MONOMER-12279 // MONOMER-12333 // MONOMER-12332 // MONOMER-12110	RXN-8204 // RXN-8176 // RXN-8171 // RXN-8205 // RXN-8170 // RXN-8169 // RXN-8006 // RXN-8005 // RXN1F-775	Super-Pathways // AROMATIC-COMPOUNDS-BIOSYN // Other-biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	
550	PWY-5813	Salvia officinalis	Lamiales	Non-Bacteria	PWY-5813	SECONDARY-METABOLITE-BIOSYNTHESIS		GERANYL-DIPHOSPHATE-CYCLASE-RXN	EC-5.5.1.8	PWY-5813	bornyl diphosphate biosynthesis // BPP biosynthesis	CPLX-8430	GERANYL-DIPHOSPHATE-CYCLASE-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
551	P421-PWY	"Pseudomonas putida,Pseudomonas sp. NT4"	Pseudomonadota	Bacteria	P421-PWY	AROMATIC-COMPOUNDS-DEGRADATION		R363-RXN;R362-RXN;R361-RXN	EC-1.2.1.29;EC-1.1.3;EC-1.14.15.26	P421-PWY	4-nitrotoluene degradation I // 4-nitrotoluene catabolism I	MONOMER-2662 // MONOMER-2121 // MONOMER-2661	R363-RXN // R362-RXN // R361-RXN	AROMATIC-COMPOUNDS-DEGRADATION	
552	PWY-5631	"Hapsidospora chrysogena,Amycolatopsis lactamdurans,Streptomyces clavuligerus"	"Fungi,Bacteria <bacteria>"	Bacteria	PWY-5631	SECONDARY-METABOLITE-BIOSYNTHESIS	1.14.11.26-RXN	1.14.11.26-RXN;1.14.20.1-RXN;5.1.1.17-RXN	EC-1.14.11.26;EC-1.14.20.1;EC-5.1.1.17	PWY-5631	deacetylcephalosporin C biosynthesis	MONOMER-13378 // MONOMER-13381 // MONOMER-13407 // MONOMER-13406 // MONOMER-13408	1.14.11.26-RXN // 1.14.20.1-RXN // 5.1.1.17-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
553	P183-PWY	"Alcaligenes sp. O-1,Comamonas sp. JS765,Pseudomonas putida,Ralstonia pickettii"	"Actinomycetota,Pseudomonadota"	Bacteria	P183-PWY	AROMATIC-COMPOUNDS-DEGRADATION		3.7.1.9-RXN;CATECHOL-23-DIOXYGENASE-RXN	EC-3.7.1.9;EC-1.13.11.2	P183-PWY	catechol degradation to 2-hydroxypentadienoate I // catechol <I>meta</I>-cleavage pathway	C23OALCAL-MONOMER // CPLX-2841 // MONOMER-12763	3.7.1.9-RXN // CATECHOL-23-DIOXYGENASE-RXN	AROMATIC-COMPOUNDS-DEGRADATION	
554	PWY-5844	"Dermatophilus congolensis,Gordonia terrae,Gordonia rubripertincta,Gordonia bronchialis,Mycobacterium tuberculosis,Mycolicibacterium smegmatis,Mycolicibacterium phlei,Mycobacterium avium,Mycobacterium intracellulare,Mycolicibacterium farcinogenes,Mycobacterium tuberculosis variant bovis,Tsukamurella paurometabola,Corynebacterium diphtheriae,Curtobacterium luteum,Curtobacterium citreum,Clavibacter sepedonicus,Clavibacter nebraskensis,Clavibacter michiganensis,Curtobacterium flaccumfaciens,Glutamicibacter protophormiae,Brevibacterium fuscum,Lactococcus lactis,Lactococcus cremoris,Micrococcus luteus,Jonesia denitrificans,Liquorilactobacillus mali,Lederbergia lenta,Magnetospirillum molischianum,Magnetospirillum fulvum,Blastochloris viridis,Eisenibacter elegans,Myxococcus fulvus,Odoribacter splanchnicus,Porphyromonas levii,Porphyromonas asaccharolytica"	Bacteria <bacteria>	Bacteria	PWY-5844	Cofactor-Biosynthesis		RXN-9205	EC-2.1.1.163	PWY-5844	menaquinol-9 biosynthesis // vitamin K<sub>2</sub> biosynthesis // menaquinone-9 biosynthesis	MONOMER-13820	RXN-9205	Cofactor-Biosynthesis	
555	PWY-5701	Lithospermum erythrorhizon	Boraginaceae	Non-Bacteria	PWY-5701	AROMATIC-COMPOUNDS-BIOSYN		RXN-8924;RXN-8923;RXN-8922;RXN-8921;RXN-8920	EC-1.14.14.174;EC-2.5.1.93	PWY-5701	shikonin biosynthesis	MONOMER-13508 // MONOMER-13509 // MONOMER-13510	RXN-8924 // RXN-8923 // RXN-8922 // RXN-8921 // RXN-8920	AROMATIC-COMPOUNDS-BIOSYN	
556	PWY-6144	"Asterias rubens,Sus scrofa,Mus musculus"	Eukaryota	Non-Bacteria	PWY-6144	Carbohydrates-Biosynthesis		1.14.18.2-RXN	EC-1.14.18.2	PWY-6144	CMP-<i>N</i>-glycoloylneuraminate biosynthesis	CPLX-7746	1.14.18.2-RXN	Carbohydrates-Biosynthesis	
557	PWY-7842	Bacillus cereus	Bacteria <bacteria>	Bacteria	PWY-7842	Carbohydrates-Biosynthesis		RXN-15376;RXN-18318;RXN-13252	EC-2.6.1.92;EC-6.3.2.65;EC-4.2.1.135	PWY-7842	UDP-yelosamine biosynthesis	MONOMER-20087 // CPLX-9163 // CPLX-9164	RXN-15376 // RXN-18318 // RXN-13252	Carbohydrates-Biosynthesis	
558	PWY-7019	Niallia circulans	Bacteria <bacteria>	Bacteria	PWY-7019	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-13219;RXN-13218;RXN-13217;RXN-13216;RXN-13215;RXN-13214;RXN-13213	EC-5.1.3;EC-4.3.2.6;EC-2.3.2.19;EC-1.14.14.13;EC-6.2.1.39;EC-4.1.1.95	PWY-7019	butirosin biosynthesis (from L-glutamate and ribostamycin)	CPLX-8459 // MONOMER-17271 // MONOMER-17274 // MONOMER-17275 // MONOMER-17276	RXN-13219 // RXN-13218 // RXN-13217 // RXN-13216 // RXN-13215 // RXN-13214 // RXN-13213	SECONDARY-METABOLITE-BIOSYNTHESIS	
559	PWY-8033	"Streptomyces griseus,Streptomyces sp. MM23,Streptomyces spectabilis,Streptomyces thioluteus"	Bacteria <bacteria>	Bacteria	PWY-8033	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-20206	RXN-23592;RXN-20202;RXN-20207;RXN-20206;RXN-20208;RXN-20209;RXN-20210	EC-1.14.99.68;EC-6.2.1.M32;EC-2.1.1.353;EC-1.14.15.37	PWY-8033	aureothin biosynthesis	MONOMER-20706 // MONOMER-20707 // CPLX-9358 // MONOMER-20712 // CPLX-8247	RXN-23592 // RXN-20202 // RXN-20207 // RXN-20206 // RXN-20208 // RXN-20209 // RXN-20210	SECONDARY-METABOLITE-BIOSYNTHESIS	
560	PWY-5802	Rubia tinctorum	Rubiaceae	Non-Bacteria	PWY-5802	AROMATIC-COMPOUNDS-BIOSYN		RXN-9105	EC-2.5.1	PWY-5802	alizarin biosynthesis		RXN-9105	AROMATIC-COMPOUNDS-BIOSYN	
561	PWY-695	"Solanum lycopersicum,Solanum tuberosum,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-695	HORMONE-SYN;SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-698;1.2.3.14-RXN;1.1.1.288-RXN	EC-1.13.11.51;EC-1.2.3.14;EC-1.1.1.288	PWY-695	abscisic acid biosynthesis // ABA synthesis	AT1G52340-MONOMER // CPLX-7097 // AT3G14440-MONOMER // AT4G18350-MONOMER // AT3G24220-MONOMER // AT1G78390-MONOMER	RXN-698 // 1.2.3.14-RXN // 1.1.1.288-RXN	HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS	
562	PWY-4841	"Hordeum vulgare,Lilium longiflorum,Pisum sativum,Vigna radiata,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-4841	CYCLITOLS-DEG;Carbohydrates-Biosynthesis	MYO-INOSITOL-OXYGENASE-RXN	RXN-14693;2.7.7.44-RXN;GLUCURONOKINASE-RXN;MYO-INOSITOL-OXYGENASE-RXN	EC-2.7.7.44;EC-2.7.1.43;EC-1.13.99.1	PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol) // UDP-D-GlcA biosynthesis // UDP-D-glucuronic acid biosynthesis // inositol oxidation pathway	AT1G14520-MONOMER // AT2G19800-MONOMER // MONOMER-11167 // MONOMER-11206 // AT3G01640-MONOMER // MONOMER-11146 // MONOMER-11216 // AT5G52560-MONOMER	RXN-14693 // 2.7.7.44-RXN // GLUCURONOKINASE-RXN // MYO-INOSITOL-OXYGENASE-RXN	CYCLITOLS-DEG // Carbohydrates-Biosynthesis	
563	PWY-6962	"Aminobacter aminovorans,Methylocella silvestris,Methyloversatilis universalis,Methylovorus mays"	Bacteria <bacteria>	Bacteria	PWY-6962	AMINE-DEG;Super-Pathways		PWY-6968;PWY-6965		PWY-6962	superpathway of trimethylamine degradation	MONOMER-17028 // CPLX-8403 // MONOMER-17027 // CPLX-8404 // MONOMER-17025 // CPLX-8405 // MONOMER-17024 // MONOMER-17023 // MONOMER-17037	RXN-12901 // RXN-12900 // TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN // RXN-12902 // METHYLGUTAMATE-DEHYDROGENASE-RXN // GLUTAMATE--METHYLAMINE-LIGASE-RXN	AMINE-DEG // Super-Pathways	
564	PWY-5535	"Chloroflexus aurantiacus,Entamoeba histolytica,Giardia duodenalis,Haloarcula marismortui,Halococcus saccharolyticus,Haloferax volcanii,Halorubrum saccharovorum,Pyrococcus furiosus,Selenomonas ruminantium"	"Fornicata,Amoebozoa,Opisthokonta,Bacteria <bacteria>,Archaea"	Bacteria	PWY-5535	Energy-Metabolism		ACETATE--COA-LIGASE-ADP-FORMING-RXN	EC-6.2.1.13	PWY-5535	acetate and ATP formation from acetyl-CoA II // acetic acid formation from acetyl-CoA II	CPLX-9686 // CPLX-7000	ACETATE--COA-LIGASE-ADP-FORMING-RXN	Energy-Metabolism	
565	PWY-5079	Saccharomyces cerevisiae	Fungi	Non-Bacteria	PWY-5079	Amino-Acid-Degradation		RXN-10814;2.6.1.58-RXN;RXN-7700;PHENYLPYRUVATE-DECARBOXYLASE-RXN	EC-2.6.1.1;EC-2.6.1.57;EC-2.6.1.27;EC-2.6.1.58;EC-1.1.1.1;EC-4.1.1.43	PWY-5079	L-phenylalanine degradation III // Ehrlich pathway	CPLX3O-118 // CPLX3O-67 // CPLX3O-58 // CPLX3O-71 // CPLX-7009 // CPLX-8687 // CPLX-8688 // CPLX-8689 // CPLX-8693 // YHR137W-MONOMER // CPLX-9342	RXN-10814 // 2.6.1.58-RXN // RXN-7700 // PHENYLPYRUVATE-DECARBOXYLASE-RXN	Amino-Acid-Degradation	
566	PWY-6787	Equisetum arvense	"Viridiplantae,Equisetum"	Non-Bacteria	PWY-6787	AROMATIC-COMPOUNDS-BIOSYN		RXN-7921;RXN-527;RXN-7775;RXN-7687;RXN-7652;RXN1F-93;NARINGENIN-3-DIOXYGENASE-RXN;RXN-7686;APIGNAR-RXN;NARINGENIN-CHALCONE-SYNTHASE-RXN	EC-1.14.20.6;EC-1.14.11.9;EC-1.14.20.5;EC-1.14.14.82;EC-5.5.1.6;EC-2.3.1.74	PWY-6787	flavonoid biosynthesis (in equisetum)	MONOMER-16518 // MONOMER-16536 // MONOMER-16523 // MONOMER-16535	RXN-7921 // RXN-527 // RXN-7775 // RXN-7687 // RXN-7652 // RXN1F-93 // NARINGENIN-3-DIOXYGENASE-RXN // RXN-7686 // APIGNAR-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN	AROMATIC-COMPOUNDS-BIOSYN	
567	PWY-7749	Sinopodophyllum hexandrum	Magnoliopsida	Non-Bacteria	PWY-7749	AROMATIC-COMPOUNDS-BIOSYN		RXN-17350;RXN-17349;RXN-16344	EC-1.14.14.132;EC-1.14.13.M16;EC-1.14.20.8	PWY-7749	(-)-4'-demethyl-epipodophyllotoxin biosynthesis // etoposide aglycone biosynthesis // (-)-4'-desmethyl-epipodophyllotoxin biosynthesis	MONOMER-19671 // MONOMER-19672 // MONOMER-19673	RXN-17350 // RXN-17349 // RXN-16344	AROMATIC-COMPOUNDS-BIOSYN	
568	PWY-5729	"Medicago truncatula,Medicago sativa,Lotus japonicus"	Embryophyta	Non-Bacteria	PWY-5729	AROMATIC-COMPOUNDS-BIOSYN		RXN-8937;RXN-8936	EC-2.1.1;EC-1.3.1	PWY-5729	vestitol and sativan biosynthesis	MONOMER-13553 // MONOMER-13554	RXN-8937 // RXN-8936	AROMATIC-COMPOUNDS-BIOSYN	
569	PWY-5154	"Steroidobacter denitrificans,Bacteroides thetaiotaomicron,Cytophaga hutchinsonii,Tannerella forsythia,Xanthomonas axonopodis,Xanthomonas campestris,Xylanibacter ruminicola,Xylella fastidiosa"	Bacteria <bacteria>	Bacteria	PWY-5154	Amino-Acid-Biosynthesis	2.1.3.9-RXN	ACETYLORNTRANSAM-RXN;N-ACETYLGLUTPREDUCT-RXN;ACETYLGLUTKIN-RXN;N-ACETYLTRANSFER-RXN;RXN-7933;2.1.3.9-RXN;CARBPSYN-RXN;ARGSUCCINLYA-RXN;ARGSUCCINSYN-RXN	EC-2.6.1.11;EC-1.2.1.38;EC-2.7.2.8;EC-2.3.1.1;EC-3.5.1.16;EC-2.1.3.9;EC-6.3.5.5;EC-4.3.2.1;EC-6.3.4.5	PWY-5154	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	CPLX-7070 // CPLX-7071 // MONOMER-124819	ACETYLORNTRANSAM-RXN // N-ACETYLGLUTPREDUCT-RXN // ACETYLGLUTKIN-RXN // N-ACETYLTRANSFER-RXN // RXN-7933 // 2.1.3.9-RXN // CARBPSYN-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN	Amino-Acid-Biosynthesis	
