STATA_FemMicro364,STATA_FemMicro (all small),"STATA_FemMicro (no plate, all small)",Short ID,Id,Danska_ASV,Danska_species,Control,Inoculum,Plate,Sex,Community Sero Status,Consortium,Timepoint,Merged Weeks,Week and Consortium,Sex and Consortium,Sex and Timepoint,poor_quality_sample_exclude,SRA_sample_name,sequencing_plate_number,samples_364_by_seq_asv_table_name
plate5_1050R_S2_R_Male_week5_S69,plate5_1050r_s2_r_male_week5_s69,1050r_s2_r_male_week5_s69,1050R_S2_R_Male_week5,Plate5_1050R_S2_R_Male_week5_S69_L001,1050R_S2_R_Male_week5,1050R_S2_R_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,1050R_S2_R_Male_week5,plate5,Plate5_1050R_S2_R_Male_week5_S69_L001
plate5_1050R_S2_R_Male_week9_S83,plate5_1050r_s2_r_male_week9_s83,1050r_s2_r_male_week9_s83,1050R_S2_R_Male_week9,Plate5_1050R_S2_R_Male_week9_S83_L001,1050R_S2_R_Male_week9,1050R_S2_R_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,1050R_S2_R_Male_week9,plate5,Plate5_1050R_S2_R_Male_week9_S83_L001
plate5_1050R_S2_RR_Male_week5_S7,plate5_1050r_s2_rr_male_week5_s7,1050r_s2_rr_male_week5_s7,1050R_S2_RR_Male_week5,Plate5_1050R_S2_RR_Male_week5_S70_L001,1050R_S2_RR_Male_week5,1050R_S2_RR_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,1050R_S2_RR_Male_week5,plate5,Plate5_1050R_S2_RR_Male_week5_S70_L001
plate5_1050R_S2_RR_Male_week9_S8,plate5_1050r_s2_rr_male_week9_s8,1050r_s2_rr_male_week9_s8,1050R_S2_RR_Male_week9,Plate5_1050R_S2_RR_Male_week9_S84_L001,1050R_S2_RR_Male_week9,1050R_S2_RR_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,1050R_S2_RR_Male_week9,plate5,Plate5_1050R_S2_RR_Male_week9_S84_L001
plate5_1127R_S2_0_Female_week5_S,plate5_1127r_s2_0_female_week5_s,1127r_s2_0_female_week5_s,1127R_S2_0_Female_week5,Plate5_1127R_S2_0_Female_week5_S62_L001,1127R_S2_0_Female_week5,1127R_S2_0_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,1127R_S2_0_Female_week5,plate5,Plate5_1127R_S2_0_Female_week5_S62_L001
plate5_1127R_S2_0_Female_week9_S,plate5_1127r_s2_0_female_week9_s,1127r_s2_0_female_week9_s,1127R_S2_0_Female_week9,Plate5_1127R_S2_0_Female_week9_S76_L001,1127R_S2_0_Female_week9,1127R_S2_0_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,1127R_S2_0_Female_week9,plate5,Plate5_1127R_S2_0_Female_week9_S76_L001
plate5_1127R_S2_R_Female_week5_S,plate5_1127r_s2_r_female_week5_s,1127r_s2_r_female_week5_s,1127R_S2_R_Female_week5,Plate5_1127R_S2_R_Female_week5_S63_L001,1127R_S2_R_Female_week5,1127R_S2_R_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,1127R_S2_R_Female_week5,plate5,Plate5_1127R_S2_R_Female_week5_S63_L001
plate5_1127R_S2_R_Female_week9_S,plate5_1127r_s2_r_female_week9_s,1127r_s2_r_female_week9_s,1127R_S2_R_Female_week9,Plate5_1127R_S2_R_Female_week9_S77_L001,1127R_S2_R_Female_week9,1127R_S2_R_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,1127R_S2_R_Female_week9,plate5,Plate5_1127R_S2_R_Female_week9_S77_L001
plate5_2514R_S2_L_Male_week5_S71,plate5_2514r_s2_l_male_week5_s71,2514r_s2_l_male_week5_s71,2514R_S2_L_Male_week5,Plate5_2514R_S2_L_Male_week5_S71_L001,2514R_S2_L_Male_week5,2514R_S2_L_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,2514R_S2_L_Male_week5,plate5,Plate5_2514R_S2_L_Male_week5_S71_L001
plate5_2514R_S2_L_Male_week9_S85,plate5_2514r_s2_l_male_week9_s85,2514r_s2_l_male_week9_s85,2514R_S2_L_Male_week9,Plate5_2514R_S2_L_Male_week9_S85_L001,2514R_S2_L_Male_week9,2514R_S2_L_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,2514R_S2_L_Male_week9,plate5,Plate5_2514R_S2_L_Male_week9_S85_L001
plate5_2514R_S2_R_Male_week5_S72,plate5_2514r_s2_r_male_week5_s72,2514r_s2_r_male_week5_s72,2514R_S2_R_Male_week5,Plate5_2514R_S2_R_Male_week5_S72_L001,2514R_S2_R_Male_week5,2514R_S2_R_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,2514R_S2_R_Male_week5,plate5,Plate5_2514R_S2_R_Male_week5_S72_L001
plate5_2514R_S2_R_Male_week9_S86,plate5_2514r_s2_r_male_week9_s86,2514r_s2_r_male_week9_s86,2514R_S2_R_Male_week9,Plate5_2514R_S2_R_Male_week9_S86_L001,2514R_S2_R_Male_week9,2514R_S2_R_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,2514R_S2_R_Male_week9,plate5,Plate5_2514R_S2_R_Male_week9_S86_L001
plate5_2808_NS1_0_Female_week5_S,plate5_2808_ns1_0_female_week5_s,2808_ns1_0_female_week5_s,2808_NS1_0_Female_week5,Plate5_2808_NS1_0_Female_week5_S37_L001,2808_NS1_0_Female_week5,2808_NS1_0_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2808_NS1_0_Female_week5,plate5,Plate5_2808_NS1_0_Female_week5_S37_L001
plate5_2808_NS1_0_Female_week9_S,plate5_2808_ns1_0_female_week9_s,2808_ns1_0_female_week9_s,2808_NS1_0_Female_week9,Plate5_2808_NS1_0_Female_week9_S49_L001,2808_NS1_0_Female_week9,2808_NS1_0_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2808_NS1_0_Female_week9,plate5,Plate5_2808_NS1_0_Female_week9_S49_L001
plate5_2808_NS1_L_Female_week5_S,plate5_2808_ns1_l_female_week5_s,2808_ns1_l_female_week5_s,2808_NS1_L_Female_week5,Plate5_2808_NS1_L_Female_week5_S38_L001,2808_NS1_L_Female_week5,2808_NS1_L_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2808_NS1_L_Female_week5,plate5,Plate5_2808_NS1_L_Female_week5_S38_L001
plate5_2808_NS1_L_Female_week9_S,plate5_2808_ns1_l_female_week9_s,2808_ns1_l_female_week9_s,2808_NS1_L_Female_week9,Plate5_2808_NS1_L_Female_week9_S50_L001,2808_NS1_L_Female_week9,2808_NS1_L_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2808_NS1_L_Female_week9,plate5,Plate5_2808_NS1_L_Female_week9_S50_L001
plate5_2808_NS1_R_Female_week5_S,plate5_2808_ns1_r_female_week5_s,2808_ns1_r_female_week5_s,2808_NS1_R_Female_week5,Plate5_2808_NS1_RR_Female_week5_S40_L001,2808_NS1_R_Female_week5,2808_NS1_R_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2808_NS1_R_Female_week5,plate5,Plate5_2808_NS1_R_Female_week5_S39_L001
plate5_2808_NS1_R_Female_week9_S,plate5_2808_ns1_r_female_week9_s,2808_ns1_r_female_week9_s,2808_NS1_R_Female_week9,Plate5_2808_NS1_RR_Female_week9_S52_L001,2808_NS1_R_Female_week9,2808_NS1_R_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2808_NS1_R_Female_week9,plate5,Plate5_2808_NS1_R_Female_week9_S51_L001
plate5_2808_NS1_RR_Female_week5_,plate5_2808_ns1_rr_female_week5_,2808_ns1_rr_female_week5_,2808_NS1_RR_Female_week5,Plate5_2808_NS1_R_Female_week5_S39_L001,2808_NS1_RR_Female_week5,2808_NS1_RR_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2808_NS1_RR_Female_week5,plate5,Plate5_2808_NS1_RR_Female_week5_S40_L001
plate5_2808_NS1_RR_Female_week9_,plate5_2808_ns1_rr_female_week9_,2808_ns1_rr_female_week9_,2808_NS1_RR_Female_week9,Plate5_2808_NS1_R_Female_week9_S51_L001,2808_NS1_RR_Female_week9,2808_NS1_RR_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2808_NS1_RR_Female_week9,plate5,Plate5_2808_NS1_RR_Female_week9_S52_L001
plate5_2824_NS1_0_Male_week5_S43,plate5_2824_ns1_0_male_week5_s43,2824_ns1_0_male_week5_s43,2824_NS1_0_Male_week5,Plate5_2824_NS1_0_Male_week5_S43_L001,2824_NS1_0_Male_week5,2824_NS1_0_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2824_NS1_0_Male_week5,plate5,Plate5_2824_NS1_0_Male_week5_S43_L001
plate5_2824_NS1_0_Male_week9_S55,plate5_2824_ns1_0_male_week9_s55,2824_ns1_0_male_week9_s55,2824_NS1_0_Male_week9,Plate5_2824_NS1_0_Male_week9_S55_L001,2824_NS1_0_Male_week9,2824_NS1_0_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2824_NS1_0_Male_week9,plate5,Plate5_2824_NS1_0_Male_week9_S55_L001
plate5_2824_NS1_L_Male_week5_S44,plate5_2824_ns1_l_male_week5_s44,2824_ns1_l_male_week5_s44,2824_NS1_L_Male_week5,Plate5_2824_NS1_L_Male_week5_S44_L001,2824_NS1_L_Male_week5,2824_NS1_L_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2824_NS1_L_Male_week5,plate5,Plate5_2824_NS1_L_Male_week5_S44_L001
plate5_2824_NS1_L_Male_week9_S56,plate5_2824_ns1_l_male_week9_s56,2824_ns1_l_male_week9_s56,2824_NS1_L_Male_week9,Plate5_2824_NS1_L_Male_week9_S56_L001,2824_NS1_L_Male_week9,2824_NS1_L_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2824_NS1_L_Male_week9,plate5,Plate5_2824_NS1_L_Male_week9_S56_L001
plate5_2824_NS1_R_Male_week5_S45,plate5_2824_ns1_r_male_week5_s45,2824_ns1_r_male_week5_s45,2824_NS1_R_Male_week5,Plate5_2824_NS1_R_Male_week5_S45_L001,2824_NS1_R_Male_week5,2824_NS1_R_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2824_NS1_R_Male_week5,plate5,Plate5_2824_NS1_R_Male_week5_S45_L001
plate5_2824_NS1_R_Male_week9_S57,plate5_2824_ns1_r_male_week9_s57,2824_ns1_r_male_week9_s57,2824_NS1_R_Male_week9,Plate5_2824_NS1_R_Male_week9_S57_L001,2824_NS1_R_Male_week9,2824_NS1_R_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2824_NS1_R_Male_week9,plate5,Plate5_2824_NS1_R_Male_week9_S57_L001
plate5_2864_NS1_R_Male_week5_S46,plate5_2864_ns1_r_male_week5_s46,2864_ns1_r_male_week5_s46,2864_NS1_R_Male_week5,Plate5_2864_NS1_R_Male_week5_S46_L001,2864_NS1_R_Male_week5,2864_NS1_R_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2864_NS1_R_Male_week5,plate5,Plate5_2864_NS1_R_Male_week5_S46_L001
plate5_2864_NS1_R_Male_week9_S58,plate5_2864_ns1_r_male_week9_s58,2864_ns1_r_male_week9_s58,2864_NS1_R_Male_week9,Plate5_2864_NS1_R_Male_week9_S58_L001,2864_NS1_R_Male_week9,2864_NS1_R_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2864_NS1_R_Male_week9,plate5,Plate5_2864_NS1_R_Male_week9_S58_L001
plate5_2893_NS1_0_Male_week5_S47,plate5_2893_ns1_0_male_week5_s47,2893_ns1_0_male_week5_s47,2893_NS1_0_Male_week5,Plate5_2893_NS1_0_Male_week5_S47_L001,2893_NS1_0_Male_week5,2893_NS1_0_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2893_NS1_0_Male_week5,plate5,Plate5_2893_NS1_0_Male_week5_S47_L001
plate5_2893_NS1_0_Male_week9_S59,plate5_2893_ns1_0_male_week9_s59,2893_ns1_0_male_week9_s59,2893_NS1_0_Male_week9,Plate5_2893_NS1_0_Male_week9_S59_L001,2893_NS1_0_Male_week9,2893_NS1_0_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2893_NS1_0_Male_week9,plate5,Plate5_2893_NS1_0_Male_week9_S59_L001
plate5_2893_NS1_R_Male_week5_S48,plate5_2893_ns1_r_male_week5_s48,2893_ns1_r_male_week5_s48,2893_NS1_R_Male_week5,Plate5_2893_NS1_R_Male_week5_S48_L001,2893_NS1_R_Male_week5,2893_NS1_R_Male_week5,,,plate5,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,2893_NS1_R_Male_week5,plate5,Plate5_2893_NS1_R_Male_week5_S48_L001
plate5_2893_NS1_R_Male_week9_S60,plate5_2893_ns1_r_male_week9_s60,2893_ns1_r_male_week9_s60,2893_NS1_R_Male_week9,Plate5_2893_NS1_R_Male_week9_S60_L001,2893_NS1_R_Male_week9,2893_NS1_R_Male_week9,,,plate5,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,2893_NS1_R_Male_week9,plate5,Plate5_2893_NS1_R_Male_week9_S60_L001
plate5_2999_NS1_0_Female_week5_S,plate5_2999_ns1_0_female_week5_s,2999_ns1_0_female_week5_s,2999_NS1_0_Female_week5,Plate5_2999_NS1_0_Female_week5_S41_L001,2999_NS1_0_Female_week5,2999_NS1_0_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2999_NS1_0_Female_week5,plate5,Plate5_2999_NS1_0_Female_week5_S41_L001
plate5_2999_NS1_0_Female_week9_S,plate5_2999_ns1_0_female_week9_s,2999_ns1_0_female_week9_s,2999_NS1_0_Female_week9,Plate5_2999_NS1_0_Female_week9_S53_L001,2999_NS1_0_Female_week9,2999_NS1_0_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2999_NS1_0_Female_week9,plate5,Plate5_2999_NS1_0_Female_week9_S53_L001
plate5_2999_NS1_R_Female_week5_S,plate5_2999_ns1_r_female_week5_s,2999_ns1_r_female_week5_s,2999_NS1_R_Female_week5,Plate5_2999_NS1_R_Female_week5_S42_L001,2999_NS1_R_Female_week5,2999_NS1_R_Female_week5,,,plate5,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2999_NS1_R_Female_week5,plate5,Plate5_2999_NS1_R_Female_week5_S42_L001
plate5_2999_NS1_R_Female_week9_S,plate5_2999_ns1_r_female_week9_s,2999_ns1_r_female_week9_s,2999_NS1_R_Female_week9,Plate5_2999_NS1_R_Female_week9_S54_L001,2999_NS1_R_Female_week9,2999_NS1_R_Female_week9,,,plate5,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2999_NS1_R_Female_week9,plate5,Plate5_2999_NS1_R_Female_week9_S54_L001
plate5_3995R_S2_0_Female_week5_S,plate5_3995r_s2_0_female_week5_s,3995r_s2_0_female_week5_s,3995R_S2_0_Female_week5,Plate5_3995R_S2_0_Female_week5_S64_L001,3995R_S2_0_Female_week5,3995R_S2_0_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,3995R_S2_0_Female_week5,plate5,Plate5_3995R_S2_0_Female_week5_S64_L001
plate5_3995R_S2_0_Female_week9_S,plate5_3995r_s2_0_female_week9_s,3995r_s2_0_female_week9_s,3995R_S2_0_Female_week9,Plate5_3995R_S2_0_Female_week9_S78_L001,3995R_S2_0_Female_week9,3995R_S2_0_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,3995R_S2_0_Female_week9,plate5,Plate5_3995R_S2_0_Female_week9_S78_L001
plate5_3995R_S2_L_Female_week5_S,plate5_3995r_s2_l_female_week5_s,3995r_s2_l_female_week5_s,3995R_S2_L_Female_week5,Plate5_3995R_S2_L_Female_week5_S65_L001,3995R_S2_L_Female_week5,3995R_S2_L_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,3995R_S2_L_Female_week5,plate5,Plate5_3995R_S2_L_Female_week5_S65_L001
plate5_3995R_S2_L_Female_week9_S,plate5_3995r_s2_l_female_week9_s,3995r_s2_l_female_week9_s,3995R_S2_L_Female_week9,Plate5_3995R_S2_L_Female_week9_S79_L001,3995R_S2_L_Female_week9,3995R_S2_L_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,3995R_S2_L_Female_week9,plate5,Plate5_3995R_S2_L_Female_week9_S79_L001
plate5_3995R_S2_R_Female_week5_S,plate5_3995r_s2_r_female_week5_s,3995r_s2_r_female_week5_s,3995R_S2_R_Female_week5,Plate5_3995R_S2_R_Female_week5_S66_L001,3995R_S2_R_Female_week5,3995R_S2_R_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,3995R_S2_R_Female_week5,plate5,Plate5_3995R_S2_R_Female_week5_S66_L001
plate5_3995R_S2_R_Female_week9_S,plate5_3995r_s2_r_female_week9_s,3995r_s2_r_female_week9_s,3995R_S2_R_Female_week9,Plate5_3995R_S2_R_Female_week9_S80_L001,3995R_S2_R_Female_week9,3995R_S2_R_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,3995R_S2_R_Female_week9,plate5,Plate5_3995R_S2_R_Female_week9_S80_L001
plate5_3995R_S2_RR_Female_week5_,plate5_3995r_s2_rr_female_week5_,3995r_s2_rr_female_week5_,3995R_S2_RR_Female_week5,Plate5_3995R_S2_RR_Female_week5_S67_L001,3995R_S2_RR_Female_week5,3995R_S2_RR_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,3995R_S2_RR_Female_week5,plate5,Plate5_3995R_S2_RR_Female_week5_S67_L001
plate5_3995R_S2_RR_Female_week9_,plate5_3995r_s2_rr_female_week9_,3995r_s2_rr_female_week9_,3995R_S2_RR_Female_week9,Plate5_3995R_S2_RR_Female_week9_S81_L001,3995R_S2_RR_Female_week9,3995R_S2_RR_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,3995R_S2_RR_Female_week9,plate5,Plate5_3995R_S2_RR_Female_week9_S81_L001
plate5_3997R_S2_L_Male_week5_S73,plate5_3997r_s2_l_male_week5_s73,3997r_s2_l_male_week5_s73,3997R_S2_L_Male_week5,Plate5_3997R_S2_L_Male_week5_S73_L001,3997R_S2_L_Male_week5,3997R_S2_L_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,3997R_S2_L_Male_week5,plate5,Plate5_3997R_S2_L_Male_week5_S73_L001
plate5_3997R_S2_L_Male_week9_S87,plate5_3997r_s2_l_male_week9_s87,3997r_s2_l_male_week9_s87,3997R_S2_L_Male_week9,Plate5_3997R_S2_L_Male_week9_S87_L001,3997R_S2_L_Male_week9,3997R_S2_L_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,3997R_S2_L_Male_week9,plate5,Plate5_3997R_S2_L_Male_week9_S87_L001
plate5_3997R_S2_R_Male_week5_S74,plate5_3997r_s2_r_male_week5_s74,3997r_s2_r_male_week5_s74,3997R_S2_R_Male_week5,Plate5_3997R_S2_R_Male_week5_S74_L001,3997R_S2_R_Male_week5,3997R_S2_R_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,3997R_S2_R_Male_week5,plate5,Plate5_3997R_S2_R_Male_week5_S74_L001
plate5_3997R_S2_R_Male_week9_S88,plate5_3997r_s2_r_male_week9_s88,3997r_s2_r_male_week9_s88,3997R_S2_R_Male_week9,Plate5_3997R_S2_R_Male_week9_S88_L001,3997R_S2_R_Male_week9,3997R_S2_R_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,3997R_S2_R_Male_week9,plate5,Plate5_3997R_S2_R_Male_week9_S88_L001
plate5_negative_ctrl_S90_L001,plate5_negative_ctrl_s90_L001,negative_ctrl_s90_L001,negative_cntrl_p5,Plate5_Negative_Control_S90_L001,,,NEGATIVE,,plate5,,,,,,,,,,Plate5_negative_ctrl,plate5,Plate5_negative_ctrl_S90_L001
plate5_NS1_mouse_inoculum_S35_L0,plate5_ns1_mouse_inoculum_s35_l0,ns1_mouse_inoculum_s35_l0,NS1_inoculum_p5,Plate5_NS1_Inoculum_S35_L001,Plate5_NS1_mouse_inoculum,Plate5_NS1_mouse_inoculum,,1,plate5,,,NS1,,,,,,,NS1_mouse_inoculum,plate5,Plate5_NS1_mouse_inoculum_S35_L001
plate5_Positive_Control_S89_L001,plate5_positive_control_s89_L001,positive_control_s89_l001,positive_cntrl_p5,Plate5_Positive_Control_S89_L001,,,POSITIVE,,plate5,,,,,,,,,,Plate5_Positive_Control,plate5,Plate5_Positive_Control_S89_L001
plate5_S2_mouse_inoculum_S36_L00,plate5_s2_mouse_inoculum_s36_l00,s2_mouse_inoculum_s36_l00,S2_inoculum_p5,Plate5_S2_Inoculum_S36_L001,Plate5_S2_mouse_inoculum,Plate5_S2_mouse_inoculum,,1,plate5,,,S2,,,,,,,S2_mouse_inoculum,plate5,Plate5_S2_mouse_inoculum_S36_L001
